# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
6.107,1224.456,248.037,-17.243,248.126,17.254,27.888,0.001,27.888,0.002,6.632,0.627,28.61,-80.6,9.784,0.172,-6.604e-7,-0.327,0.003,2.542e4,3404.8,18.742,0.06,217.425,166.758,3.873,0.752,4.192e7,0,189.945,0.485,0.486,0.339,0.03,0.117,0.023,0.088,-9.623e-5,0,0,0,0,-3.615e-6,0.032,13.081,134.391,88.116,0.005,2.275,-2.059,735.44,330.051,0.05,0.141
6.157,1236.836,247.177,-17.177,247.265,17.187,28.219,0.001,28.219,0.002,6.6,0.602,28.61,-80.6,9.784,0.162,-1.111e-6,0.344,0.005,2.542e4,3404.8,18.742,0.06,217.423,166.758,3.873,0.749,4.173e7,0,188.244,0.485,0.485,0.339,0.03,0.116,0.021,0.083,-1.962e-5,0,0,0,0,4.02e-6,0.032,13.081,134.391,88.115,-0.001,2.233,-2.139,734.308,330.002,0.05,0.142
6.207,1249.173,246.319,-17.113,246.407,17.121,28.548,0.001,28.548,0.002,6.572,0.503,28.61,-80.6,9.784,0.113,-7.86e-7,0.904,0.011,2.542e4,3404.8,18.742,0.06,217.564,166.758,3.884,0.747,4.155e7,0,186.553,0.485,0.485,0.339,0.029,0.116,0.015,0.058,-8.909e-5,0,0,0,0,2.793e-5,0.032,13.081,134.391,88.083,-0.007,2.159,-2.22,733.179,329.954,0.05,0.142
6.257,1261.468,245.465,-17.053,245.553,17.056,28.876,0.001,28.876,0.003,6.552,0.335,28.61,-80.6,9.784,0.027,-1.133e-6,1.17,0.036,2.542e4,3404.8,18.742,0.06,217.845,166.758,3.905,0.744,4.136e7,0,184.876,0.484,0.484,0.339,0.029,0.116,0.004,0.014,-3.089e-4,0,0,0,0,4.715e-5,0.031,13.081,134.391,88.029,-0.012,2.006,-2.3,732.054,329.905,0.05,0.143
6.307,1273.72,244.614,-16.992,244.701,16.994,29.204,0.001,29.204,0.003,6.538,0.222,28.61,-80.6,9.784,0.033,-2.684e-6,-1.16,0.03,2.542e4,3404.8,18.742,0.06,217.785,166.758,3.901,0.742,4.117e7,0,183.232,0.484,0.484,0.34,0.029,0.116,0.004,0.017,2.965e-4,0,0,0,0,-4.665e-5,0.031,13.081,134.391,87.969,-0.015,1.989,-2.379,730.933,329.857,0.05,0.144
6.357,1285.929,243.766,-16.931,243.853,16.932,29.53,0.001,29.53,0.003,6.529,0.147,28.61,-80.6,9.784,0.074,0,-0.948,0.01,2.542e4,3404.8,18.742,0.06,217.595,166.758,3.886,0.74,4.099e7,0,181.61,0.484,0.484,0.34,0.029,0.115,0.01,0.038,4.283e-4,0,0,0,0,-3.136e-5,0.031,13.081,134.391,87.916,-0.015,2.021,-2.459,729.816,329.809,0.05,0.144
6.407,1298.097,242.921,-16.869,243.009,16.87,29.857,0.001,29.857,0.003,6.523,0.103,28.61,-80.6,9.784,0.099,1.335e-6,-0.618,0.004,2.542e4,3404.8,18.742,0.06,217.468,166.758,3.877,0.737,4.081e7,0,180.004,0.483,0.483,0.34,0.029,0.115,0.013,0.05,3.376e-4,0,0,0,0,-1.343e-5,0.031,13.081,134.391,87.876,-0.012,2.061,-2.538,728.703,329.761,0.05,0.145
6.457,1310.222,242.079,-16.809,242.167,16.809,30.183,0.001,30.183,0.003,6.519,0.053,28.61,-80.6,9.784,0.126,0,-0.176,0.006,2.542e4,3404.8,18.742,0.06,217.334,166.758,3.866,0.735,4.062e7,0,178.411,0.483,0.483,0.34,0.028,0.115,0.017,0.064,3.394e-4,0,0,0,0,-1.099e-6,0.031,13.081,134.391,87.856,-0.006,2.007,-2.616,727.594,329.713,0.05,0.145
6.507,1322.305,241.24,-16.745,241.328,16.746,30.509,0.002,30.509,0.003,6.516,0.08,28.61,-80.6,9.784,0.111,2.935e-7,0.257,0.01,2.542e4,3404.8,18.742,0.06,217.351,166.758,3.868,0.732,4.044e7,0,176.833,0.483,0.483,0.34,0.028,0.114,0.015,0.056,-1.189e-4,0,0,0,0,2.36e-6,0.031,13.081,134.391,87.859,0.004,2.034,-2.695,726.489,329.666,0.05,0.146
6.557,1334.346,240.404,-16.683,240.493,16.684,30.834,0.002,30.834,0.003,6.512,0.087,28.61,-80.6,9.784,0.106,-3.107e-7,0.669,0.006,2.542e4,3404.8,18.742,0.06,217.335,166.758,3.866,0.73,4.026e7,0,175.265,0.482,0.482,0.34,0.028,0.114,0.014,0.053,2.785e-4,0,0,0,0,1.607e-5,0.031,13.081,134.391,87.883,0.013,1.93,-2.773,725.387,329.618,0.05,0.147
6.607,1346.345,239.572,-16.621,239.66,16.621,31.16,0.002,31.16,0.003,6.507,0.122,28.61,-80.6,9.784,0.084,2.136e-6,1.026,0.012,2.542e4,3404.8,18.742,0.06,217.38,166.758,3.87,0.727,4.008e7,0,173.711,0.482,0.482,0.34,0.028,0.114,0.011,0.042,4.815e-4,0,0,0,0,3.807e-5,0.031,13.081,134.391,87.926,0.02,1.818,-2.851,724.29,329.571,0.05,0.147
6.657,1358.303,238.742,-16.558,238.831,16.559,31.485,0.002,31.485,0.003,6.499,0.189,28.61,-80.6,9.784,0.043,-1.861e-6,1.27,0.023,2.542e4,3404.8,18.742,0.06,217.495,166.758,3.879,0.725,3.99e7,0,172.173,0.482,0.482,0.34,0.028,0.114,0.006,0.022,4.852e-4,0,0,0,0,5.869e-5,0.031,13.081,134.391,87.984,0.025,1.726,-2.929,723.196,329.524,0.05,0.148
6.707,1370.219,237.916,-16.493,238.005,16.496,31.81,0.002,31.81,0.003,6.487,0.32,28.61,-80.6,9.784,0.033,-1.555e-6,-1.287,0.027,2.542e4,3404.8,18.742,0.06,217.498,166.758,3.879,0.723,3.973e7,0,170.66,0.481,0.481,0.341,0.027,0.113,0.004,0.017,2.461e-4,0,0,0,0,-6.069e-5,0.03,13.081,134.391,88.049,0.026,1.76,-3.006,722.106,329.477,0.05,0.148
6.757,1382.095,237.093,-16.43,237.181,16.437,32.133,0.002,32.133,0.003,6.466,0.486,28.61,-80.6,9.784,0.13,-7.58e-7,-0.983,0.006,2.542e4,3404.8,18.742,0.06,217.109,166.758,3.849,0.72,3.955e7,0,169.176,0.481,0.481,0.341,0.027,0.113,0.017,0.065,2.208e-4,0,0,0,0,-3.569e-5,0.03,13.081,134.391,88.107,0.025,1.912,-3.084,721.019,329.43,0.05,0.149
6.807,1393.929,236.273,-16.369,236.361,16.379,32.456,0.002,32.456,0.003,6.439,0.574,28.61,-80.6,9.784,0.182,-9.286e-7,-0.421,0.005,2.542e4,3404.8,18.742,0.06,216.884,166.758,3.832,0.718,3.937e7,0,167.703,0.481,0.481,0.341,0.027,0.113,0.024,0.092,-1.131e-4,0,0,0,0,-6.582e-6,0.03,13.081,134.391,88.143,0.021,1.978,-3.161,719.937,329.384,0.05,0.15
6.857,1405.722,235.456,-16.311,235.543,16.321,32.777,0.002,32.777,0.003,6.411,0.568,28.61,-80.6,9.784,0.182,-3.725e-7,0.213,0.002,2.542e4,3404.8,18.742,0.06,216.85,166.758,3.829,0.715,3.92e7,0,166.231,0.48,0.48,0.341,0.027,0.113,0.024,0.092,-1.384e-4,0,0,0,0,1.706e-6,0.03,13.081,134.391,88.148,0.016,1.955,-3.237,718.858,329.337,0.05,0.15
6.907,1417.474,234.642,-16.254,234.729,16.264,33.097,0.002,33.097,0.003,6.382,0.557,28.61,-80.6,9.784,0.177,-5.251e-7,0.855,0.006,2.542e4,3404.8,18.742,0.06,216.835,166.758,3.828,0.713,3.903e7,0,164.779,0.48,0.48,0.341,0.027,0.112,0.023,0.09,4.803e-4,0,0,0,0,2.752e-5,0.03,13.081,134.391,88.12,0.011,2.046,-3.314,717.783,329.291,0.05,0.151
6.957,1429.186,233.831,-16.2,233.917,16.206,33.416,0.002,33.416,0.004,6.356,0.464,28.61,-80.6,9.784,0.124,-2.788e-6,1.381,0.004,2.542e4,3404.8,18.742,0.06,216.996,166.758,3.841,0.711,3.885e7,0,163.33,0.48,0.48,0.341,0.026,0.112,0.016,0.062,-5.102e-5,0,0,0,0,7.241e-5,0.03,13.081,134.391,88.063,0.006,2.055,-3.39,716.711,329.245,0.05,0.152
7.007,1440.858,233.022,-16.148,233.108,16.151,33.733,0.002,33.733,0.004,6.337,0.324,28.61,-80.6,9.783,0.041,-2.537e-6,1.657,0.017,2.542e4,3404.8,18.742,0.06,217.269,166.758,3.861,0.708,3.868e7,0,161.893,0.479,0.479,0.341,0.026,0.112,0.005,0.02,4.33e-4,0,0,0,0,1.05e-4,0.03,13.081,134.391,87.985,4.681e-4,2.021,-3.466,715.644,329.199,0.05,0.152
7.057,1452.488,232.216,-16.096,232.302,16.098,34.049,0.002,34.049,0.004,6.323,0.204,28.61,-80.6,9.783,0.033,2.455e-6,-1.679,0.016,2.542e4,3404.8,18.742,0.06,217.262,166.758,3.861,0.706,3.851e7,0,160.48,0.479,0.479,0.341,0.026,0.111,0.004,0.017,-3.033e-4,0,0,0,0,-1.085e-4,0.03,13.081,134.391,87.901,-0.003,2.05,-3.541,714.58,329.153,0.05,0.153
7.107,1464.079,231.412,-16.047,231.499,16.047,34.365,0.002,34.365,0.004,6.317,0.056,28.61,-80.6,9.783,0.123,-6.769e-7,-1.404,0.005,2.542e4,3404.8,18.742,0.06,216.899,166.758,3.833,0.704,3.834e7,0,159.083,0.479,0.479,0.342,0.026,0.111,0.016,0.062,1.553e-4,0,0,0,0,-7.643e-5,0.03,13.081,134.391,87.822,-0.003,1.978,-3.617,713.519,329.107,0.05,0.154
7.157,1475.63,230.611,-15.996,230.698,15.996,34.681,0.002,34.681,0.004,6.317,0.024,28.61,-80.6,9.783,0.173,6.234e-7,-0.904,0.002,2.542e4,3404.8,18.742,0.06,216.685,166.758,3.817,0.701,3.817e7,0,157.704,0.478,0.478,0.342,0.026,0.111,0.023,0.087,4.55e-4,0,0,0,0,-3.189e-5,0.03,13.081,134.391,87.764,-0.002,1.985,-3.692,712.463,329.062,0.05,0.154
7.207,1487.14,229.813,-15.942,229.9,15.942,34.997,0.002,34.997,0.004,6.318,0.027,28.61,-80.6,9.783,0.178,0,-0.334,2.686e-4,2.542e4,3404.8,18.742,0.06,216.638,166.758,3.813,0.699,3.8e7,0,156.335,0.478,0.478,0.342,0.026,0.111,0.023,0.089,-5.873e-5,0,0,0,0,-4.377e-6,0.029,13.081,134.391,87.733,2.333e-4,2.064,-3.766,711.41,329.016,0.05,0.155
7.257,1498.611,229.017,-15.889,229.104,15.89,35.313,0.002,35.313,0.004,6.32,0.047,28.61,-80.6,9.783,0.189,-5.129e-7,0.283,0.004,2.542e4,3404.8,18.742,0.06,216.563,166.758,3.807,0.697,3.783e7,0,154.973,0.478,0.478,0.342,0.026,0.11,0.025,0.095,-3.679e-4,0,0,0,0,3.173e-6,0.029,13.081,134.391,87.732,0.003,1.988,-3.841,710.36,328.971,0.05,0.155
7.307,1510.042,228.224,-15.833,228.311,15.833,35.629,0.003,35.629,0.004,6.321,0.029,28.61,-80.6,9.783,0.143,5.699e-7,0.825,0.005,2.542e4,3404.8,18.742,0.06,216.7,166.758,3.818,0.694,3.766e7,0,153.62,0.478,0.478,0.342,0.025,0.11,0.019,0.071,-4.438e-4,0,0,0,0,2.71e-5,0.029,13.081,134.391,87.761,0.006,2.033,-3.915,709.315,328.926,0.05,0.156
7.357,1521.433,227.434,-15.776,227.521,15.777,35.945,0.003,35.945,0.004,6.317,0.133,28.61,-80.6,9.783,0.077,-3.141e-6,1.178,0.003,2.542e4,3404.8,18.742,0.06,216.912,166.758,3.834,0.692,3.749e7,0,152.28,0.477,0.477,0.342,0.025,0.11,0.01,0.038,-4.275e-4,0,0,0,0,5.569e-5,0.029,13.081,134.391,87.812,0.011,2.069,-3.989,708.273,328.881,0.05,0.157
7.407,1532.785,226.646,-15.72,226.734,15.722,36.261,0.003,36.261,0.004,6.308,0.238,28.61,-80.6,9.783,0.007,1.764e-6,1.311,0.03,2.542e4,3404.8,18.742,0.06,217.137,166.758,3.851,0.69,3.733e7,0,150.956,0.477,0.477,0.342,0.025,0.11,9.174e-4,0.004,3.105e-5,0,0,0,0,6.946e-5,0.029,13.081,134.391,87.876,0.015,2.074,-4.063,707.234,328.837,0.05,0.157
7.457,1544.098,225.862,-15.665,225.949,15.669,36.576,0.003,36.576,0.004,6.294,0.318,28.61,-80.6,9.783,0.048,-2.869e-6,-1.254,0.009,2.542e4,3404.8,18.742,0.06,216.954,166.758,3.837,0.687,3.716e7,0,149.644,0.477,0.477,0.342,0.025,0.109,0.006,0.025,-1.079e-4,0,0,0,0,-6.392e-5,0.029,13.081,134.391,87.941,0.021,2.02,-4.137,706.199,328.792,0.05,0.158
7.507,1555.372,225.08,-15.611,225.167,15.617,36.89,0.003,36.89,0.004,6.275,0.403,28.61,-80.6,9.783,0.107,-6.954e-7,-0.999,0.003,2.542e4,3404.8,18.742,0.06,216.709,166.758,3.819,0.685,3.7e7,0,148.351,0.476,0.476,0.342,0.025,0.109,0.014,0.053,1.635e-4,0,0,0,0,-4.085e-5,0.029,13.081,134.391,87.998,0.024,2.016,-4.21,705.168,328.748,0.05,0.158
7.557,1566.606,224.3,-15.56,224.388,15.566,37.203,0.003,37.203,0.004,6.255,0.428,28.61,-80.6,9.783,0.127,-2.451e-6,-0.647,0.006,2.542e4,3404.8,18.742,0.06,216.604,166.758,3.811,0.683,3.683e7,0,147.063,0.476,0.476,0.343,0.025,0.109,0.017,0.063,-2.289e-4,0,0,0,0,-1.726e-5,0.029,13.081,134.391,88.039,0.025,1.924,-4.283,704.14,328.703,0.05,0.159
7.607,1577.802,223.524,-15.508,223.611,15.516,37.515,0.003,37.515,0.005,6.231,0.489,28.61,-80.6,9.783,0.169,-5.347e-7,-0.179,0.002,2.542e4,3404.8,18.742,0.06,216.423,166.758,3.797,0.681,3.667e7,0,145.799,0.476,0.476,0.343,0.024,0.109,0.022,0.084,2.265e-4,0,0,0,0,-1.335e-6,0.029,13.081,134.391,88.06,0.021,2.002,-4.356,703.116,328.659,0.05,0.16
7.657,1588.959,222.75,-15.459,222.836,15.466,37.826,0.003,37.826,0.005,6.207,0.476,28.61,-80.6,9.783,0.163,-1.004e-6,0.333,0.002,2.542e4,3404.8,18.742,0.06,216.414,166.758,3.796,0.678,3.651e7,0,144.536,0.476,0.476,0.343,0.024,0.108,0.021,0.081,-2.972e-4,0,0,0,0,4.624e-6,0.029,13.081,134.391,88.056,0.017,1.989,-4.428,702.095,328.615,0.05,0.16
7.707,1600.077,221.978,-15.412,222.064,15.417,38.136,0.003,38.136,0.005,6.185,0.405,28.61,-80.6,9.783,0.118,0,0.75,0.005,2.542e4,3404.8,18.742,0.06,216.547,166.758,3.806,0.676,3.635e7,0,143.277,0.475,0.475,0.343,0.024,0.108,0.015,0.058,3.841e-4,0,0,0,0,2.367e-5,0.028,13.081,134.391,88.028,0.011,1.916,-4.5,701.079,328.572,0.05,0.161
7.757,1611.156,221.208,-15.365,221.294,15.369,38.445,0.003,38.445,0.005,6.166,0.347,28.61,-80.6,9.783,0.08,-1.33e-6,1.055,0.003,2.542e4,3404.8,18.742,0.06,216.658,166.758,3.815,0.674,3.619e7,0,142.047,0.475,0.475,0.343,0.024,0.108,0.01,0.04,2.005e-4,0,0,0,0,4.716e-5,0.028,13.081,134.391,87.982,0.008,1.936,-4.573,700.116,328.528,0.05,0.161
7.807,1622.198,220.441,-15.319,220.527,15.322,38.753,0.003,38.753,0.005,6.151,0.275,28.61,-80.6,9.783,0.03,-2e-6,1.21,0.01,2.542e4,3404.8,18.742,0.06,216.81,166.758,3.826,0.672,3.603e7,0,140.828,0.475,0.475,0.343,0.024,0.108,0.004,0.015,3.13e-4,0,0,0,0,6.255e-5,0.028,13.081,134.391,87.924,0.006,1.953,-4.644,699.157,328.484,0.05,0.162
7.857,1633.201,219.676,-15.273,219.762,15.275,39.06,0.003,39.06,0.005,6.138,0.24,28.61,-80.6,9.783,0.005,-1.46e-6,1.271,0.073,2.542e4,3404.8,18.742,0.06,216.876,166.758,3.831,0.669,3.587e7,0,139.629,0.475,0.475,0.343,0.024,0.108,6.255e-4,0.003,-3.937e-5,0,0,0,0,6.942e-5,0.028,13.081,134.391,87.862,0.005,2.082,-4.716,698.201,328.441,0.05,0.163
7.907,1644.165,218.914,-15.23,219,15.231,39.367,0.003,39.367,0.005,6.128,0.147,28.61,-80.6,9.783,0.06,1.795e-6,-1.191,8.826e-4,2.542e4,3404.8,18.742,0.06,216.642,166.758,3.813,0.667,3.572e7,0,138.434,0.474,0.474,0.343,0.024,0.107,0.008,0.03,-4.668e-4,0,0,0,0,-6.137e-5,0.028,13.081,134.391,87.8,0.005,2.049,-4.787,697.248,328.398,0.05,0.163
7.957,1655.092,218.153,-15.188,218.239,15.188,39.673,0.004,39.673,0.005,6.123,0.042,28.61,-80.6,9.783,0.134,-4.559e-7,-0.91,0.003,2.542e4,3404.8,18.742,0.06,216.347,166.758,3.791,0.665,3.556e7,0,137.251,0.474,0.474,0.343,0.024,0.107,0.017,0.066,-1.628e-5,0,0,0,0,-3.613e-5,0.028,13.081,134.391,87.746,0.007,1.95,-4.858,696.298,328.355,0.05,0.164
8.007,1665.981,217.395,-15.145,217.481,15.145,39.979,0.004,39.979,0.005,6.124,0.044,28.61,-80.6,9.783,0.194,0,-0.43,0.001,2.542e4,3404.8,18.742,0.06,216.101,166.758,3.772,0.663,3.541e7,0,136.079,0.474,0.474,0.344,0.023,0.107,0.025,0.096,-5.662e-5,0,0,0,0,-8.129e-6,0.028,13.081,134.391,87.712,0.011,1.823,-4.929,695.352,328.312,0.05,0.164
8.057,1676.832,216.639,-15.099,216.726,15.099,40.285,0.004,40.285,0.005,6.126,0.041,28.61,-80.6,9.783,0.192,-1.093e-6,0.122,0.004,2.542e4,3404.8,18.742,0.06,216.078,166.758,3.77,0.66,3.525e7,0,134.916,0.474,0.474,0.344,0.023,0.107,0.025,0.095,1.515e-4,0,0,0,0,6.534e-7,0.028,13.081,134.391,87.704,0.015,1.828,-4.999,694.41,328.269,0.05,0.165
8.107,1687.645,215.885,-15.05,215.972,15.05,40.592,0.004,40.592,0.005,6.126,0.037,28.61,-80.6,9.783,0.138,-8.749e-7,0.586,0.006,2.542e4,3404.8,18.742,0.06,216.245,166.758,3.783,0.658,3.51e7,0,133.761,0.473,0.473,0.344,0.023,0.106,0.018,0.069,6.544e-5,0,0,0,0,1.53e-5,0.028,13.081,134.391,87.723,0.019,1.937,-5.07,693.47,328.227,0.05,0.166
8.157,1698.42,215.134,-15.001,215.221,15.002,40.898,0.004,40.898,0.005,6.122,0.129,28.61,-80.6,9.783,0.072,-4.489e-7,0.881,0.008,2.542e4,3404.8,18.742,0.06,216.461,166.758,3.8,0.656,3.495e7,0,132.618,0.473,0.473,0.344,0.023,0.106,0.009,0.035,-2.381e-4,0,0,0,0,3.478e-5,0.028,13.081,134.391,87.761,0.023,2.022,-5.14,692.534,328.184,0.05,0.166
8.207,1709.158,214.385,-14.953,214.472,14.955,41.204,0.004,41.204,0.006,6.113,0.234,28.61,-80.6,9.783,0.006,0,-0.957,0.074,2.542e4,3404.8,18.742,0.06,216.674,166.758,3.816,0.654,3.479e7,0,131.488,0.473,0.473,0.344,0.023,0.106,7.894e-4,0.003,4.945e-4,0,0,0,0,-4.135e-5,0.027,13.081,134.391,87.808,0.027,2.119,-5.21,691.601,328.142,0.05,0.167
8.257,1719.859,213.639,-14.907,213.726,14.91,41.509,0.004,41.509,0.006,6.1,0.265,28.61,-80.6,9.783,0.033,-5.618e-7,-0.91,0.015,2.542e4,3404.8,18.742,0.06,216.549,166.758,3.806,0.652,3.464e7,0,130.362,0.473,0.473,0.344,0.023,0.106,0.004,0.016,-4.8e-4,0,0,0,0,-3.766e-5,0.027,13.081,134.391,87.855,0.031,2.023,-5.279,690.671,328.1,0.05,0.167
8.307,1730.522,212.894,-14.862,212.981,14.865,41.814,0.004,41.814,0.006,6.086,0.302,28.61,-80.6,9.783,0.063,-1.503e-6,-0.796,0.009,2.542e4,3404.8,18.742,0.06,216.41,166.758,3.796,0.649,3.449e7,0,129.248,0.472,0.472,0.344,0.023,0.105,0.008,0.032,5.659e-5,0,0,0,0,-2.899e-5,0.027,13.081,134.391,87.898,0.032,1.962,-5.348,689.744,328.058,0.05,0.168
8.357,1741.148,212.152,-14.816,212.239,14.821,42.118,0.004,42.118,0.006,6.069,0.395,28.61,-80.6,9.783,0.134,-5.542e-7,-0.512,0.004,2.542e4,3404.8,18.742,0.06,216.125,166.758,3.774,0.647,3.434e7,0,128.157,0.472,0.472,0.344,0.023,0.105,0.017,0.066,4.875e-4,0,0,0,0,-1.208e-5,0.027,13.081,134.391,87.932,0.03,2.094,-5.417,688.821,328.016,0.05,0.169
8.407,1751.737,211.413,-14.772,211.499,14.778,42.421,0.004,42.421,0.006,6.048,0.425,28.61,-80.6,9.783,0.159,-1.033e-6,-0.132,0.005,2.542e4,3404.8,18.742,0.06,216.01,166.758,3.765,0.645,3.419e7,0,127.068,0.472,0.472,0.344,0.022,0.105,0.021,0.078,1.736e-4,0,0,0,0,-8.051e-7,0.027,13.081,134.391,87.948,0.026,2.114,-5.486,687.901,327.974,0.05,0.169
8.457,1762.29,210.675,-14.728,210.761,14.736,42.722,0.004,42.722,0.006,6.026,0.471,28.61,-80.6,9.782,0.194,-9.408e-7,0.344,0.002,2.542e4,3404.8,18.742,0.06,215.856,166.758,3.753,0.643,3.404e7,0,125.997,0.472,0.472,0.344,0.022,0.105,0.025,0.095,4.878e-4,0,0,0,0,5.526e-6,0.027,13.081,134.391,87.943,0.021,2.259,-5.555,686.984,327.933,0.05,0.171
8.507,1772.805,209.94,-14.686,210.026,14.693,43.023,0.005,43.023,0.006,6.002,0.454,28.61,-80.6,9.782,0.182,0,0.838,0.005,2.542e4,3404.8,18.742,0.06,215.872,166.758,3.755,0.641,3.389e7,0,124.924,0.471,0.471,0.345,0.022,0.105,0.024,0.089,-6.527e-5,0,0,0,0,3.307e-5,0.027,13.081,134.391,87.913,0.016,2.318,-5.623,686.071,327.891,0.05,0.172
8.557,1783.284,209.207,-14.646,209.292,14.651,43.323,0.005,43.323,0.006,5.981,0.403,28.61,-80.6,9.782,0.144,0,1.261,0.006,2.542e4,3404.8,18.742,0.06,215.983,166.758,3.763,0.639,3.375e7,0,123.857,0.471,0.471,0.345,0.022,0.104,0.019,0.071,4.689e-4,0,0,0,0,7.542e-5,0.027,13.081,134.391,87.86,0.011,2.364,-5.691,685.16,327.85,0.05,0.173
8.607,1793.726,208.475,-14.606,208.561,14.61,43.621,0.005,43.621,0.006,5.962,0.347,28.61,-80.6,9.782,0.101,8.739e-7,1.584,0.008,2.542e4,3404.8,18.742,0.06,216.115,166.758,3.773,0.636,3.36e7,0,122.802,0.471,0.471,0.345,0.022,0.104,0.013,0.049,3.751e-4,0,0,0,0,1.197e-4,0.027,13.081,134.391,87.788,0.007,2.458,-5.759,684.253,327.809,0.05,0.174
8.657,1804.131,207.746,-14.569,207.831,14.571,43.919,0.005,43.919,0.006,5.947,0.246,28.61,-80.6,9.782,0.021,-2.07e-6,1.736,0.03,2.542e4,3404.8,18.742,0.06,216.383,166.758,3.794,0.634,3.345e7,0,121.752,0.471,0.471,0.345,0.022,0.104,0.003,0.01,3.232e-4,0,0,0,0,1.449e-4,0.027,13.081,134.391,87.704,0.006,2.455,-5.827,683.349,327.768,0.05,0.176
8.707,1814.5,207.019,-14.531,207.104,14.532,44.216,0.005,44.216,0.006,5.937,0.168,28.61,-80.6,9.782,0.043,-3.84e-6,-1.705,0.018,2.542e4,3404.8,18.742,0.06,216.277,166.758,3.786,0.632,3.331e7,0,120.719,0.47,0.47,0.345,0.022,0.104,0.006,0.021,4.619e-4,0,0,0,0,-1.407e-4,0.027,13.081,134.391,87.617,0.006,2.519,-5.894,682.448,327.727,0.05,0.177
8.757,1824.833,206.293,-14.493,206.378,14.494,44.513,0.005,44.513,0.007,5.93,0.11,28.61,-80.6,9.782,0.092,-1.608e-6,-1.553,0.007,2.542e4,3404.8,18.742,0.06,216.073,166.758,3.77,0.63,3.316e7,0,119.698,0.47,0.47,0.345,0.022,0.104,0.012,0.045,-3.361e-4,0,0,0,0,-1.176e-4,0.026,13.081,134.391,87.535,0.007,2.616,-5.961,681.55,327.686,0.05,0.178
8.807,1835.13,205.569,-14.46,205.655,14.46,44.809,0.005,44.809,0.007,5.928,0.029,28.61,-80.6,9.782,0.202,-3.563e-6,-1.165,0.006,2.542e4,3404.8,18.742,0.06,215.65,166.758,3.738,0.628,3.302e7,0,118.682,0.47,0.47,0.345,0.022,0.103,0.026,0.099,2.866e-4,0,0,0,0,-6.668e-5,0.026,13.081,134.391,87.466,0.009,2.437,-6.028,680.655,327.646,0.05,0.178
8.857,1845.39,204.847,-14.422,204.933,14.422,45.106,0.005,45.106,0.007,5.931,0.06,28.61,-80.6,9.782,0.23,-6.349e-7,-0.646,3.638e-4,2.542e4,3404.8,18.742,0.06,215.527,166.758,3.728,0.626,3.287e7,0,117.677,0.47,0.47,0.345,0.021,0.103,0.03,0.112,5.951e-5,0,0,0,0,-2.062e-5,0.026,13.081,134.391,87.421,0.011,2.472,-6.095,679.764,327.605,0.05,0.179
8.907,1855.614,204.127,-14.384,204.213,14.384,45.402,0.005,45.402,0.007,5.935,0.09,28.61,-80.6,9.782,0.254,-1.396e-6,-0.046,0.002,2.542e4,3404.8,18.742,0.06,215.415,166.758,3.72,0.624,3.273e7,0,116.676,0.47,0.47,0.345,0.021,0.103,0.033,0.124,-3.471e-5,0,0,0,0,-1.059e-7,0.026,13.081,134.391,87.404,0.012,2.411,-6.161,678.875,327.565,0.05,0.18
8.957,1865.803,203.409,-14.343,203.495,14.343,45.699,0.006,45.699,0.007,5.938,0.056,28.61,-80.6,9.782,0.228,-1.381e-6,0.545,0.003,2.542e4,3404.8,18.742,0.06,215.486,166.758,3.725,0.622,3.259e7,0,115.678,0.469,0.469,0.345,0.021,0.103,0.03,0.111,2.238e-4,0,0,0,0,1.487e-5,0.026,13.081,134.391,87.417,0.015,2.429,-6.228,677.99,327.525,0.05,0.181
9.007,1875.955,202.693,-14.3,202.78,14.3,45.996,0.006,45.996,0.007,5.939,0.023,28.61,-80.6,9.782,0.163,-2.064e-6,1.005,0.002,2.542e4,3404.8,18.742,0.06,215.694,166.758,3.741,0.619,3.244e7,0,114.687,0.469,0.469,0.346,0.021,0.102,0.021,0.079,-2.547e-4,0,0,0,0,5.097e-5,0.026,13.081,134.391,87.457,0.017,2.49,-6.294,677.108,327.485,0.05,0.182
