# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,-2.205e-4,-0.044,-4.41,0.044,4.41,0,0,0,0,0,0,28.61,-80.6,9.788,91.096,0,0,0,3.007e4,8057.547,23.242,0.066,NaN,182.898,NaN,0.007,4.304e5,161.698,-3.946e-7,0.594,-1.034e-5,0.512,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.647e-6,13.081,134.391,90,0,2.305,5.9,856.197,334.874,0.01,0.003
0.02,3.173e-4,0.063,6.349,0.063,6.349,0,0,0,0,0,0,28.61,-80.6,9.788,88.413,0,0,0,3.006e4,8051.093,23.236,0.066,NaN,182.879,NaN,0.007,4.279e5,485.095,1.178e-6,0.594,3.123e-5,0.512,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.126e-6,13.081,134.391,90,0,2.291,5.9,856.197,334.874,0.01,0.005
0.03,0.002,0.235,17.112,0.235,17.112,0,0,0,0,0,0,28.61,-80.6,9.788,84.118,0,0,0,3.006e4,8044.64,23.231,0.066,NaN,182.86,NaN,0.007,4.274e5,808.492,5.716e-5,0.594,0.002,0.513,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.003e-5,13.081,134.391,90,0,2.277,5.9,856.197,334.874,0.01,0.006
0.04,0.006,0.513,27.88,0.513,27.88,0,0,0,0,0,0,28.61,-80.6,9.788,77.22,0,0,0,3.005e4,8038.187,23.226,0.066,NaN,182.841,NaN,0.007,4.333e5,1131.889,5.557e-4,0.593,0.014,0.511,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.572e-5,13.081,134.391,90,0,2.263,5.9,856.197,334.874,0.01,0.008
0.05,0.013,0.9,38.653,0.9,38.653,0,0,0,0,0,0,28.61,-80.6,9.788,68.196,0,0,0,3.004e4,8031.733,23.221,0.066,NaN,182.822,NaN,0.007,4.523e5,1455.286,0.003,0.588,0.063,0.506,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.152e-4,13.081,134.391,90,0,2.249,5.9,856.196,334.874,0.01,0.009
0.06,0.024,1.394,49.43,1.394,49.43,0,0,0,0,0,0,28.61,-80.6,9.788,57.984,0,0,0,3.004e4,8025.28,23.215,0.066,NaN,182.803,NaN,0.008,4.91e5,1778.683,0.008,0.579,0.171,0.498,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.785e-4,13.081,134.391,90,0,2.23,5.9,856.195,334.874,0.01,0.011
0.07,0.041,1.996,60.212,1.996,60.212,0,0,0,0,0,0,28.61,-80.6,9.788,47.911,0,0,0,3.003e4,8018.827,23.21,0.066,NaN,182.784,NaN,0.009,5.561e5,2102.08,0.02,0.566,0.32,0.485,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.556e-4,13.081,134.391,90,0,2.21,5.9,856.193,334.874,0.01,0.012
0.08,0.065,2.706,70.998,2.706,70.998,0,0,0,0,0,0,28.61,-80.6,9.788,38.988,0,0,0,3.002e4,8012.373,23.204,0.066,NaN,182.765,NaN,0.01,6.501e5,2425.477,0.04,0.551,0.465,0.469,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.465e-4,13.081,134.391,90,0,2.19,5.9,856.19,334.874,0.01,0.013
0.09,0.096,3.49,78.439,3.49,78.439,0,0,0,0,0,0,28.61,-80.6,9.788,31.88,0,0,0,3.001e4,8000.507,23.195,0.066,NaN,182.73,NaN,0.012,7.675e5,2647.848,0.069,0.535,0.566,0.453,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.469e-4,13.081,134.391,90,0,2.171,5.899,856.187,334.874,0.01,0.014
0.1,0.134,4.279,78.943,4.279,78.943,0,0,0,0,0,0,28.61,-80.6,9.788,26.687,0,0,0,3e4,7987.288,23.184,0.066,NaN,182.691,NaN,0.014,8.943e5,2661.853,0.102,0.521,0.618,0.439,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.479e-4,13.081,134.391,90,0,2.151,5.899,856.183,334.874,0.01,0.015
0.11,0.181,5.072,79.238,5.072,79.238,0,0,0,0,0,0,28.61,-80.6,9.788,23.224,0,0,0,2.998e4,7974.069,23.173,0.066,NaN,182.653,NaN,0.016,1.03e6,2669.543,0.139,0.509,0.636,0.427,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.493e-4,13.081,134.391,90,0,2.176,5.899,856.178,334.874,0.01,0.016
0.12,0.236,5.867,79.532,5.867,79.532,0,0,0,0,0,0,28.61,-80.6,9.788,20.567,0,0,0,2.997e4,7960.85,23.162,0.066,NaN,182.614,NaN,0.019,1.17e6,2677.233,0.18,0.498,0.639,0.417,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.512e-4,13.081,134.391,90,0,2.201,5.898,856.172,334.873,0.01,0.017
0.13,0.298,6.665,79.827,6.665,79.827,0,0,0,0,0,0,28.61,-80.6,9.788,18.472,0,0,0,2.996e4,7947.631,23.151,0.066,NaN,182.575,NaN,0.021,1.312e6,2684.924,0.225,0.489,0.635,0.408,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.533e-4,13.081,134.391,90,0,2.226,5.898,856.165,334.873,0.01,0.018
0.14,0.369,7.466,80.122,7.466,80.122,0,0,0,0,0,0,28.61,-80.6,9.788,16.782,0,0,0,2.995e4,7934.412,23.14,0.066,NaN,182.535,NaN,0.023,1.456e6,2692.614,0.273,0.481,0.626,0.399,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.559e-4,13.081,134.391,90,0,2.251,5.898,856.158,334.873,0.01,0.018
0.15,0.448,8.27,80.417,8.27,80.417,0,0,0,0,0,0,28.61,-80.6,9.788,15.391,0,0,0,2.993e4,7921.192,23.129,0.066,NaN,182.496,NaN,0.026,1.602e6,2700.305,0.324,0.474,0.613,0.392,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,13.081,134.391,90,0,2.277,5.897,856.15,334.873,0.01,0.019
0.16,0.535,9.077,80.712,9.077,80.712,0,0,0,0,0,0,28.61,-80.6,9.788,13.891,0,0,0,2.992e4,7907.973,23.118,0.066,NaN,182.457,NaN,0.028,1.746e6,2707.995,0.374,0.468,0.596,0.386,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,13.081,134.391,90,0,2.245,5.897,856.14,334.872,0.01,0.02
0.17,0.629,9.887,81.007,9.887,81.007,0,0,0,0,0,0,28.61,-80.6,9.788,12.616,0,0,0,2.991e4,7894.754,23.107,0.066,NaN,182.418,NaN,0.03,1.892e6,2715.685,0.426,0.462,0.578,0.38,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,13.081,134.391,90,0,2.213,5.896,856.13,334.872,0.01,0.021
0.18,0.732,10.699,81.303,10.699,81.303,0,0,0,0,0,0,28.61,-80.6,9.788,11.521,0,0,0,2.989e4,7881.535,23.096,0.066,NaN,182.379,NaN,0.033,2.039e6,2723.376,0.48,0.457,0.56,0.375,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,13.081,134.391,90,0,2.181,5.895,856.119,334.871,0.01,0.022
0.189,0.836,11.462,81.588,11.462,81.588,0,0,0,0,0,0,28.61,-80.6,9.788,10.63,0,0,0,2.988e4,7869.18,23.086,0.066,NaN,182.342,NaN,0.035,2.177e6,2730.815,0.532,0.452,0.545,0.37,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,13.081,134.391,90,0,2.151,5.895,856.108,334.871,0.009,0.023
0.198,0.939,12.176,81.854,12.176,81.854,0,0,0,0,0,0,28.61,-80.6,9.788,9.893,0,0,0,2.987e4,7857.647,23.076,0.066,NaN,182.308,NaN,0.037,2.308e6,2737.764,0.584,0.448,0.532,0.366,0.009,0.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,13.081,134.391,90,0,2.123,5.894,856.097,334.871,0.009,0.024
0.206,1.042,12.85,82.104,12.85,82.104,0,0,0,0,0,0,28.61,-80.6,9.788,9.346,0,0,0,2.986e4,7846.79,23.067,0.066,NaN,182.276,NaN,0.039,2.431e6,2744.276,0.635,0.445,0.521,0.363,0.009,0.073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,13.081,134.391,90,0,2.115,5.893,856.086,334.87,0.008,0.025
0.219,1.206,13.865,82.416,13.865,82.416,-6.26e-6,0,6.26e-6,-180,0.001,0.085,28.61,-80.6,9.788,8.65,0,0.009,1.493e-6,2.984e4,7830.504,23.053,0.066,194.67,182.227,0.951,0.042,2.618e6,2752.172,0.719,0.441,0.509,0.359,0.009,0.073,1.754,1.669,2.817e-4,0,0,0,0,8.404e-7,0.002,13.081,134.391,90,0,2.11,5.892,856.069,334.87,0.012,0.025
0.237,1.477,15.396,82.883,15.396,82.883,-3.992e-5,0,3.992e-5,-180,0.003,0.089,28.61,-80.6,9.788,7.77,0,0.024,3.651e-6,2.982e4,7806.077,23.033,0.066,195.851,182.154,1.047,0.046,2.901e6,2764.014,0.865,0.441,0.499,0.359,0.009,0.073,1.514,1.584,4.31e-4,0,0,0,0,5.063e-6,0.002,13.081,134.391,90,-0.001,2.103,5.89,856.04,334.868,0.018,0.026
0.265,1.935,17.709,83.508,17.709,83.508,-1.481e-4,0,1.481e-4,-180,0.005,0.093,28.61,-80.6,9.788,6.598,0,0.052,3.672e-6,2.978e4,7768.785,23.001,0.066,197.596,182.043,1.189,0.053,3.328e6,2779.406,1.108,0.441,0.486,0.359,0.009,0.073,1.215,1.445,-4.786e-4,0,0,0,0,1.747e-5,0.002,13.081,134.391,89.999,-0.003,2.054,5.887,855.991,334.867,0.028,0.027
0.306,2.744,21.197,83.999,21.197,83.999,-4.444e-4,0,4.444e-4,-180,0.009,0.095,28.61,-80.6,9.788,5.297,0,0.101,1.875e-5,2.972e4,7712.114,22.954,0.066,199.806,181.873,1.371,0.064,3.974e6,2789.147,1.536,0.441,0.472,0.359,0.009,0.073,0.913,1.251,-1.742e-4,0,0,0,0,4.702e-5,0.003,13.081,134.391,89.996,-0.006,1.976,5.882,855.905,334.863,0.042,0.028
0.356,3.91,25.421,84.567,25.421,84.567,-0.001,-6.077e-9,0.001,-180,0.014,0.113,28.61,-80.6,9.788,4.846,0,0.18,3.657e-5,2.965e4,7643.963,22.896,0.065,200.658,181.668,1.452,0.076,4.762e6,2800.238,2.185,0.441,0.468,0.359,0.009,0.073,0.815,1.183,2.073e-4,0,0,0,0,1.032e-4,0.003,13.081,134.391,89.989,-0.006,2.175,5.875,855.781,334.859,0.05,0.029
0.406,5.287,29.674,85.168,29.674,85.168,-0.002,-1.849e-8,0.002,-179.999,0.02,0.111,28.61,-80.6,9.788,4.166,0,0.28,4.884e-5,2.959e4,7575.812,22.838,0.065,202.026,181.462,1.572,0.089,5.553e6,2812.348,2.933,0.442,0.462,0.359,0.01,0.073,0.675,1.06,-1.351e-4,0,0,0,0,1.847e-4,0.004,13.081,134.391,89.977,-0.007,2.193,5.866,855.635,334.853,0.05,0.029
0.456,6.878,33.955,85.711,33.955,85.711,-0.003,-4.672e-8,0.003,-179.999,0.025,0.092,28.61,-80.6,9.788,3.509,0,0.399,8.363e-5,2.952e4,7507.045,22.78,0.065,203.455,181.254,1.697,0.102,6.349e6,2822.684,3.791,0.442,0.456,0.359,0.01,0.073,0.547,0.928,8.676e-5,0,0,0,0,2.864e-4,0.004,13.081,134.391,89.96,-0.008,2.131,5.855,855.466,334.847,0.05,0.03
0.506,8.683,38.257,86.131,38.257,86.131,-0.004,-1.018e-7,0.004,-179.999,0.029,0.056,28.61,-80.6,9.788,2.919,0,0.532,1.29e-4,2.945e4,7438.131,22.721,0.065,204.848,181.044,1.82,0.114,7.148e6,2829.454,4.763,0.442,0.452,0.359,0.01,0.073,0.439,0.799,1.243e-4,0,0,0,0,4.009e-4,0.005,13.081,134.391,89.937,-0.008,2.021,5.844,855.274,334.84,0.05,0.031
0.556,10.704,42.579,86.546,42.579,86.546,-0.006,-2.007e-7,0.006,-179.998,0.031,0.014,28.61,-80.6,9.788,2.533,0,0.679,1.571e-4,2.938e4,7369.217,22.662,0.065,205.823,180.832,1.91,0.127,7.952e6,2836.124,5.867,0.442,0.45,0.359,0.01,0.074,0.372,0.71,-4.509e-4,0,0,0,0,5.269e-4,0.005,13.081,134.391,89.907,-0.009,1.983,5.83,855.059,334.832,0.05,0.031
0.606,12.941,46.922,86.939,46.922,86.939,-0.007,-3.692e-7,0.007,-179.997,0.03,0.052,28.61,-80.6,9.788,2.108,0,0.834,1.059e-4,2.931e4,7300.149,22.602,0.065,206.953,180.62,2.013,0.14,8.759e6,2842.219,7.085,0.442,0.448,0.359,0.01,0.074,0.302,0.606,-2.926e-4,0,0,0,0,6.561e-4,0.006,13.081,134.391,89.869,-0.009,1.865,5.816,854.821,334.823,0.05,0.032
0.656,15.396,51.277,87.195,51.277,87.196,-0.009,-6.381e-7,0.009,-179.996,0.025,0.121,28.61,-80.6,9.788,1.886,0,1,1.331e-4,2.924e4,7230.907,22.542,0.065,207.582,180.406,2.078,0.153,9.569e6,2844.379,8.442,0.443,0.447,0.358,0.01,0.074,0.266,0.552,1.349e-4,0,0,0,0,7.888e-4,0.007,13.081,134.391,89.823,-0.01,1.873,5.8,854.559,334.814,0.05,0.033
0.706,18.069,55.644,87.423,55.644,87.423,-0.01,-1.043e-6,0.01,-179.994,0.018,0.193,28.61,-80.6,9.788,1.802,0,1.188,3.135e-4,2.917e4,7161.664,22.481,0.065,207.845,180.191,2.114,0.166,1.038e7,2845.794,9.936,0.443,0.447,0.358,0.01,0.075,0.253,0.534,4.466e-5,0,0,0,0,9.458e-4,0.007,13.081,134.391,89.769,-0.009,1.993,5.783,854.275,334.803,0.05,0.033
0.756,20.961,60.022,87.648,60.022,87.648,-0.01,-1.618e-6,0.01,-179.991,0.005,0.317,28.61,-80.6,9.788,1.458,0,1.38,3.851e-4,2.91e4,7092.41,22.421,0.065,208.858,179.974,2.208,0.179,1.119e7,2847.207,11.526,0.443,0.446,0.358,0.01,0.075,0.2,0.441,2.523e-4,0,0,0,0,0.001,0.008,13.081,134.391,89.704,-0.009,1.843,5.764,853.968,334.792,0.05,0.034
0.806,24.071,64.41,87.861,64.41,87.862,-0.01,-2.407e-6,0.01,-179.987,0.014,0.43,28.61,-80.6,9.788,1.369,0,1.579,3.597e-4,2.903e4,7023.067,22.36,0.065,209.154,179.757,2.247,0.192,1.201e7,2848.393,13.269,0.444,0.446,0.358,0.01,0.075,0.187,0.418,1.509e-4,0,0,0,0,0.001,0.008,13.081,134.391,89.63,-0.009,1.941,5.744,853.637,334.779,0.05,0.034
0.856,27.402,68.809,88.065,68.809,88.066,-0.009,-3.459e-6,0.009,-179.978,0.038,0.549,28.61,-80.6,9.788,1.365,0,1.806,5.312e-4,2.896e4,6953.725,22.299,0.065,209.201,179.538,2.268,0.206,1.283e7,2849.426,15.151,0.444,0.446,0.358,0.01,0.076,0.186,0.421,-4.001e-4,0,0,0,0,0.001,0.009,13.081,134.391,89.546,-0.009,2.147,5.722,853.282,334.766,0.05,0.035
0.906,30.953,73.218,88.266,73.219,88.269,-0.006,-4.85e-6,0.006,-179.956,0.07,0.732,28.61,-80.6,9.788,1.121,0,2.04,8.091e-4,2.889e4,6884.382,22.237,0.065,209.977,179.319,2.344,0.219,1.364e7,2850.458,17.131,0.444,0.446,0.358,0.011,0.076,0.15,0.351,-1.602e-4,0,0,0,0,0.002,0.009,13.081,134.391,89.45,-0.01,2.066,5.699,852.905,334.752,0.05,0.036
0.956,34.724,77.638,88.463,77.638,88.468,-0.002,-6.688e-6,0.002,-179.795,0.111,0.938,28.61,-80.6,9.788,0.908,0,2.26,6.712e-4,2.883e4,6814.974,22.175,0.064,210.683,179.098,2.415,0.232,1.446e7,2851.5,19.246,0.445,0.446,0.357,0.011,0.077,0.12,0.288,-2.024e-4,0,0,0,0,0.002,0.01,13.081,134.391,89.342,-0.011,2.01,5.674,852.504,334.738,0.05,0.037
1.006,38.717,82.067,88.656,82.067,88.664,0.005,-9.08e-6,0.005,-0.105,0.164,1.174,28.61,-80.6,9.788,0.677,0,2.454,5.716e-4,2.876e4,6745.547,22.113,0.064,211.468,178.876,2.492,0.245,1.528e7,2852.56,21.491,0.445,0.446,0.357,0.011,0.077,0.088,0.218,3.95e-4,0,0,0,0,0.002,0.011,13.081,134.391,89.224,-0.01,1.917,5.648,852.079,334.722,0.05,0.038
1.056,42.931,86.505,88.845,86.505,88.856,0.015,-1.211e-5,0.015,-0.047,0.229,1.414,28.61,-80.6,9.788,0.537,0,2.624,9.503e-4,2.869e4,6676.119,22.051,0.064,211.98,178.652,2.548,0.259,1.61e7,2853.621,23.88,0.446,0.446,0.357,0.011,0.078,0.069,0.175,-2.766e-4,0,0,0,0,0.002,0.011,13.081,134.391,89.097,-0.01,1.945,5.621,851.631,334.705,0.05,0.039
1.106,47.367,90.953,89.033,90.953,89.048,0.028,-1.582e-5,0.028,-0.032,0.306,1.681,28.61,-80.6,9.788,0.367,9.329e-7,2.766,0.001,2.862e4,6606.635,21.988,0.064,212.604,178.428,2.613,0.272,1.692e7,2854.782,26.403,0.446,0.446,0.357,0.011,0.078,0.047,0.12,1.984e-4,0,0,0,0,0.002,0.012,13.081,134.391,88.962,-0.009,1.924,5.592,851.159,334.688,0.05,0.04
1.156,52.026,95.411,89.242,95.412,89.264,0.046,-2.025e-5,0.046,-0.025,0.398,1.977,28.61,-80.6,9.788,0.165,-9.6e-7,2.857,0.002,2.855e4,6537.08,21.925,0.064,213.361,178.202,2.688,0.285,1.774e7,2856.698,29.064,0.447,0.447,0.356,0.011,0.079,0.021,0.054,5.792e-5,0,0,0,0,0.002,0.012,13.081,134.391,88.822,-0.008,1.839,5.562,850.663,334.669,0.05,0.041
1.206,56.909,99.881,89.451,99.882,89.48,0.068,-2.543e-5,0.068,-0.021,0.504,2.281,28.61,-80.6,9.788,0.013,7.682e-7,-2.885,0.022,2.848e4,6467.525,21.861,0.064,213.959,177.976,2.751,0.299,1.857e7,2858.767,31.87,0.447,0.447,0.356,0.012,0.079,0.002,0.006,-1.842e-4,0,0,0,0,-0.002,0.013,13.081,134.391,88.678,-0.008,1.778,5.53,850.144,334.65,0.05,0.043
1.256,62.015,104.36,89.655,104.362,89.693,0.096,-3.137e-5,0.096,-0.019,0.626,2.603,28.61,-80.6,9.788,0.21,-1.228e-6,-2.83,0.002,2.841e4,6397.966,21.798,0.064,213.312,177.748,2.719,0.312,1.939e7,2860.825,34.822,0.448,0.448,0.356,0.012,0.08,0.027,0.074,-4.641e-4,0,0,0,0,-0.002,0.013,13.081,134.391,88.535,-0.007,1.66,5.497,849.601,334.63,0.05,0.044
1.306,67.345,108.847,89.79,108.849,89.837,0.131,-3.805e-5,0.131,-0.017,0.764,2.891,28.61,-80.6,9.788,0.309,-8.588e-7,-2.702,0.001,2.834e4,6328.37,21.733,0.064,213.027,177.519,2.715,0.325,2.022e7,2861.06,37.917,0.448,0.448,0.356,0.012,0.081,0.039,0.108,3.876e-5,0,0,0,0,-0.001,0.014,13.081,134.391,88.396,-0.006,1.696,5.462,849.034,334.609,0.05,0.045
1.356,72.899,113.337,89.875,113.341,89.931,0.173,-4.542e-5,0.173,-0.015,0.915,3.159,28.61,-80.6,9.788,0.375,-6.983e-7,-2.521,9.827e-4,2.827e4,6258.775,21.669,0.064,212.862,177.288,2.72,0.339,2.104e7,2859.988,41.152,0.449,0.449,0.355,0.012,0.081,0.048,0.131,4.044e-4,0,0,0,0,-0.001,0.015,13.081,134.391,88.265,-0.005,1.775,5.426,848.443,334.587,0.05,0.046
1.406,78.678,117.832,89.955,117.837,90.02,0.223,-5.345e-5,0.223,-0.014,1.08,3.428,28.61,-80.6,9.788,0.473,-8.749e-7,-2.27,7.926e-4,2.82e4,6189.179,21.604,0.064,212.594,177.057,2.717,0.352,2.187e7,2858.916,44.532,0.45,0.45,0.355,0.013,0.082,0.061,0.167,3.846e-4,0,0,0,0,-7.706e-4,0.015,13.081,134.391,88.145,-0.005,1.762,5.389,847.828,334.564,0.05,0.046
1.456,84.683,122.33,90.021,122.337,90.095,0.281,-6.214e-5,0.281,-0.013,1.257,3.645,28.61,-80.6,9.788,0.497,5.777e-7,-1.964,-3.949e-4,2.813e4,6119.677,21.54,0.064,212.581,176.825,2.733,0.366,2.269e7,2857.57,48.047,0.45,0.451,0.355,0.013,0.083,0.064,0.176,-4.116e-4,0,0,0,0,-5.355e-4,0.016,13.081,134.391,88.039,-0.005,1.869,5.35,847.189,334.541,0.05,0.047
1.506,90.911,126.83,90.057,126.839,90.139,0.349,-7.151e-5,0.349,-0.012,1.444,3.829,28.61,-80.6,9.788,0.512,-5.68e-7,-1.616,3.246e-4,2.806e4,6050.21,21.474,0.064,212.601,176.591,2.753,0.379,2.351e7,2855.499,51.701,0.451,0.451,0.354,0.013,0.084,0.066,0.183,-4.474e-4,0,0,0,0,-3.371e-4,0.016,13.081,134.391,87.95,-0.005,1.963,5.309,846.527,334.516,0.05,0.048
1.556,97.366,131.332,90.089,131.342,90.176,0.426,-8.164e-5,0.426,-0.011,1.639,3.972,28.61,-80.6,9.788,0.506,-5.56e-7,-1.238,1.826e-4,2.799e4,5980.743,21.409,0.063,212.692,176.357,2.778,0.393,2.433e7,2853.39,55.494,0.452,0.452,0.354,0.013,0.084,0.066,0.183,6.312e-5,0,0,0,0,-1.844e-4,0.017,13.081,134.391,87.878,-0.006,2.065,5.267,845.84,334.491,0.05,0.049
1.606,104.045,135.835,90.116,135.848,90.209,0.513,-9.26e-5,0.513,-0.01,1.84,4.089,28.61,-80.6,9.788,0.516,-4.628e-7,-0.825,2.764e-4,2.792e4,5911.344,21.343,0.063,212.736,176.121,2.799,0.406,2.516e7,2851.296,59.432,0.452,0.453,0.353,0.014,0.085,0.067,0.188,3.374e-4,0,0,0,0,-7.663e-5,0.017,13.081,134.391,87.827,-0.006,2.09,5.224,845.151,334.464,0.05,0.05
1.656,110.949,140.34,90.145,140.355,90.242,0.61,-1.045e-4,0.61,-0.01,2.048,4.184,28.61,-80.6,9.788,0.545,0,-0.356,-3.472e-4,2.785e4,5842.041,21.277,0.063,212.716,175.885,2.816,0.42,2.598e7,2849.34,63.515,0.453,0.454,0.353,0.014,0.086,0.071,0.2,-6.632e-5,0,0,0,0,-1.337e-5,0.018,13.081,134.391,87.797,-0.007,2.013,5.179,844.452,334.437,0.05,0.051
1.706,118.079,144.846,90.173,144.864,90.27,0.717,-1.176e-4,0.717,-0.009,2.257,4.187,28.61,-80.6,9.788,0.502,0,0.138,-0.001,2.778e4,5772.738,21.211,0.063,212.943,175.648,2.851,0.433,2.68e7,2847.416,67.732,0.454,0.454,0.353,0.014,0.087,0.065,0.187,4.994e-4,0,0,0,0,1.884e-6,0.019,13.081,134.391,87.792,-0.008,2.058,5.132,843.73,334.409,0.05,0.051
1.756,125.434,149.354,90.199,149.374,90.293,0.835,-1.319e-4,0.835,-0.009,2.465,4.121,28.61,-80.6,9.788,0.427,0,0.608,-3.936e-4,2.771e4,5703.447,21.145,0.063,213.284,175.409,2.895,0.447,2.761e7,2845.49,72.088,0.455,0.455,0.352,0.015,0.088,0.055,0.16,-2.785e-4,0,0,0,0,3.436e-5,0.019,13.081,134.391,87.81,-0.009,2.131,5.085,842.986,334.38,0.05,0.052
1.806,133.014,153.861,90.178,153.884,90.267,0.964,-1.478e-4,0.964,-0.009,2.668,4.018,28.61,-80.6,9.787,0.366,-3.077e-7,1.044,-8.884e-4,2.765e4,5634.39,21.078,0.063,213.582,175.17,2.936,0.46,2.843e7,2842.378,76.589,0.456,0.456,0.352,0.015,0.089,0.047,0.139,9.288e-5,0,0,0,0,9.56e-5,0.02,13.081,134.391,87.852,-0.01,2.118,5.035,842.218,334.35,0.05,0.053
1.856,140.82,158.364,90.117,158.39,90.2,1.102,-1.653e-4,1.102,-0.009,2.866,3.862,28.61,-80.6,9.787,0.293,0,1.433,-9.019e-4,2.758e4,5565.333,21.011,0.063,213.926,174.93,2.981,0.474,2.925e7,2838.281,81.231,0.457,0.457,0.351,0.016,0.09,0.038,0.112,3.579e-4,0,0,0,0,1.7e-4,0.02,13.081,134.391,87.914,-0.01,2.091,4.985,841.428,334.32,0.05,0.053
1.906,148.85,162.865,90.053,162.894,90.127,1.25,-1.844e-4,1.25,-0.008,3.053,3.654,28.61,-80.6,9.787,0.203,-1.072e-6,1.744,-0.003,2.751e4,5496.276,20.944,0.063,214.34,174.689,3.031,0.487,3.006e7,2834.184,86.017,0.458,0.458,0.351,0.016,0.091,0.026,0.079,-2.501e-4,0,0,0,0,2.38e-4,0.021,13.081,134.391,87.994,-0.011,2.075,4.932,840.616,334.288,0.05,0.054
1.956,157.106,167.36,89.95,167.392,90.015,1.407,-2.051e-4,1.407,-0.008,3.23,3.425,28.61,-80.6,9.787,0.125,0,1.962,-0.003,2.744e4,5427.554,20.877,0.063,214.714,174.447,3.078,0.501,3.087e7,2829.205,90.947,0.459,0.459,0.35,0.016,0.092,0.016,0.049,3.847e-4,0,0,0,0,2.853e-4,0.021,13.081,134.391,88.087,-0.012,1.994,4.879,839.78,334.255,0.05,0.055
2.006,165.586,171.846,89.744,171.879,89.8,1.573,-2.275e-4,1.573,-0.008,3.395,3.179,28.61,-80.6,9.787,0.056,-6.112e-7,2.095,-0.007,2.737e4,5358.982,20.809,0.063,215.067,174.205,3.124,0.514,3.167e7,2821.559,96.016,0.46,0.46,0.35,0.017,0.093,0.007,0.022,4.224e-4,0,0,0,0,3.086e-4,0.022,13.081,134.391,88.189,-0.012,1.872,4.824,838.922,334.222,0.05,0.056
2.056,174.29,176.32,89.525,176.356,89.572,1.747,-2.515e-4,1.747,-0.008,3.547,2.891,28.61,-80.6,9.787,0.044,-3.259e-6,-2.105,-0.007,2.73e4,5290.411,20.741,0.063,215.219,173.962,3.154,0.528,3.248e7,2813.732,101.227,0.461,0.461,0.349,0.017,0.094,0.006,0.017,-1.381e-4,0,0,0,0,-2.958e-4,0.023,13.081,134.391,88.295,-0.012,1.839,4.767,838.041,334.188,0.05,0.056
