# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
9.79,2176.788,189.035,-14.141,189.091,14.145,45.297,0.011,45.297,0.014,4.61,0.321,28.61,-80.6,9.786,0.129,0,0.688,-9.125e-4,2.532e4,3342,18.647,0.059,215.291,167.67,3.64,0.57,3.315e7,0,110.435,0.464,0.464,0.348,0.019,0.098,0.017,0.061,3.196e-4,0,0,0,0,2.751e-5,0.024,13.081,134.391,88.15,0.035,1.924,0.851,777.936,331.815,0.05,0.388
9.84,2186.222,188.328,-14.104,188.384,14.107,45.527,0.011,45.527,0.014,4.596,0.255,28.61,-80.6,9.785,0.074,0,0.913,-0.003,2.532e4,3342,18.647,0.059,215.472,167.67,3.654,0.568,3.301e7,0,109.459,0.464,0.464,0.348,0.019,0.098,0.009,0.035,-7.352e-5,0,0,0,0,4.874e-5,0.024,13.081,134.391,88.109,0.034,1.864,0.79,777.028,331.777,0.05,0.389
9.89,2195.621,187.624,-14.069,187.68,14.07,45.756,0.011,45.756,0.014,4.585,0.178,28.61,-80.6,9.785,0.008,-1.301e-6,1.001,-0.044,2.532e4,3342,18.647,0.059,215.692,167.67,3.671,0.566,3.286e7,0,108.492,0.464,0.464,0.348,0.019,0.098,0.001,0.004,3.52e-4,0,0,0,0,5.904e-5,0.024,13.081,134.391,88.06,0.032,1.793,0.728,776.123,331.74,0.05,0.39
9.94,2204.985,186.922,-14.033,186.978,14.034,45.986,0.011,45.986,0.014,4.578,0.108,28.61,-80.6,9.785,0.054,-5.391e-7,-0.948,-0.008,2.532e4,3342,18.647,0.059,215.504,167.67,3.657,0.564,3.271e7,0,107.537,0.464,0.464,0.348,0.019,0.097,0.007,0.025,4.948e-5,0,0,0,0,-5.338e-5,0.024,13.081,134.391,88.011,0.029,1.735,0.668,775.222,331.703,0.05,0.391
9.99,2214.313,186.221,-13.997,186.277,13.997,46.214,0.012,46.214,0.014,4.573,0.089,28.61,-80.6,9.785,0.073,-1.083e-6,-0.802,-0.004,2.532e4,3342,18.647,0.059,215.416,167.67,3.65,0.562,3.256e7,0,106.595,0.464,0.464,0.348,0.019,0.097,0.009,0.034,1.076e-5,0,0,0,0,-3.845e-5,0.024,13.081,134.391,87.967,0.026,1.799,0.607,774.324,331.667,0.05,0.394
10.04,2223.607,185.522,-13.961,185.578,13.961,46.443,0.012,46.443,0.014,4.569,0.068,28.61,-80.6,9.785,0.092,-6.286e-7,-0.631,-0.004,2.532e4,3342,18.647,0.059,215.327,167.67,3.643,0.56,3.241e7,0,105.66,0.464,0.464,0.348,0.018,0.097,0.012,0.043,8.81e-5,0,0,0,0,-2.401e-5,0.024,13.081,134.391,87.931,0.022,1.833,0.547,773.429,331.63,0.05,0.396
10.09,2232.865,184.825,-13.925,184.881,13.925,46.671,0.012,46.671,0.015,4.567,0.041,28.61,-80.6,9.785,0.117,-1.134e-6,-0.406,-0.003,2.532e4,3342,18.647,0.059,215.218,167.67,3.635,0.558,3.227e7,0,104.732,0.463,0.463,0.348,0.018,0.097,0.015,0.054,1.437e-4,0,0,0,0,-1.002e-5,0.024,13.081,134.391,87.905,0.018,1.816,0.486,772.538,331.594,0.05,0.398
10.14,2242.089,184.129,-13.888,184.186,13.888,46.9,0.012,46.9,0.015,4.564,0.059,28.61,-80.6,9.785,0.102,-1.474e-6,-0.166,-5.08e-4,2.532e4,3342,18.647,0.059,215.255,167.67,3.638,0.556,3.212e7,0,103.812,0.463,0.463,0.348,0.018,0.097,0.013,0.047,4.989e-4,0,0,0,0,-1.679e-6,0.024,13.081,134.391,87.891,0.014,1.89,0.426,771.65,331.557,0.05,0.399
10.19,2251.278,183.436,-13.852,183.493,13.852,47.128,0.012,47.128,0.015,4.561,0.065,28.61,-80.6,9.785,0.096,-1.163e-6,0.029,-0.002,2.532e4,3342,18.647,0.059,215.255,167.67,3.638,0.554,3.198e7,0,102.898,0.463,0.463,0.348,0.018,0.096,0.012,0.045,4.061e-4,0,0,0,0,5.349e-8,0.023,13.081,134.391,87.888,0.012,1.897,0.367,770.766,331.521,0.05,0.401
10.24,2260.433,182.744,-13.816,182.801,13.816,47.356,0.012,47.356,0.015,4.558,0.055,28.61,-80.6,9.785,0.105,-9.882e-7,0.237,-2.355e-4,2.532e4,3342,18.647,0.059,215.206,167.67,3.634,0.552,3.183e7,0,101.989,0.463,0.463,0.348,0.018,0.096,0.013,0.049,-4.846e-4,0,0,0,0,3.5e-6,0.023,13.081,134.391,87.894,0.01,1.827,0.307,769.884,331.485,0.05,0.402
10.29,2269.553,182.054,-13.779,182.111,13.779,47.583,0.012,47.583,0.015,4.555,0.093,28.61,-80.6,9.785,0.069,-1.159e-6,0.43,-0.002,2.532e4,3342,18.647,0.059,215.318,167.67,3.643,0.55,3.169e7,0,101.09,0.463,0.463,0.348,0.018,0.096,0.009,0.032,-4.401e-4,0,0,0,0,1.158e-5,0.023,13.081,134.391,87.911,0.01,1.867,0.248,769.007,331.449,0.05,0.403
10.34,2278.638,181.366,-13.743,181.423,13.743,47.811,0.012,47.811,0.015,4.549,0.119,28.61,-80.6,9.785,0.043,-1.37e-6,0.533,-0.003,2.532e4,3342,18.647,0.059,215.394,167.67,3.648,0.548,3.155e7,0,100.197,0.462,0.462,0.349,0.018,0.096,0.005,0.02,-2.696e-4,0,0,0,0,1.793e-5,0.023,13.081,134.391,87.936,0.012,1.854,0.189,768.132,331.413,0.05,0.404
10.39,2287.69,180.68,-13.706,180.737,13.707,48.038,0.013,48.038,0.015,4.542,0.173,28.61,-80.6,9.785,0.01,-1.097e-6,-0.575,-0.018,2.532e4,3342,18.647,0.059,215.495,167.67,3.656,0.546,3.14e7,0,99.315,0.462,0.462,0.349,0.018,0.096,0.001,0.004,4.643e-4,0,0,0,0,-2.099e-5,0.023,13.081,134.391,87.964,0.014,1.914,0.13,767.261,331.378,0.05,0.406
10.44,2296.706,179.996,-13.671,180.053,13.672,48.265,0.013,48.265,0.015,4.533,0.172,28.61,-80.6,9.785,0.012,-7.989e-7,-0.537,-0.012,2.532e4,3342,18.647,0.059,215.47,167.67,3.654,0.544,3.126e7,0,98.435,0.462,0.462,0.349,0.018,0.096,0.002,0.005,-3.804e-4,0,0,0,0,-1.846e-5,0.023,13.081,134.391,87.992,0.018,1.816,0.071,766.393,331.342,0.05,0.407
10.49,2305.689,179.313,-13.635,179.37,13.637,48.492,0.013,48.492,0.015,4.524,0.217,28.61,-80.6,9.785,0.057,-1.593e-6,-0.488,-0.002,2.532e4,3342,18.647,0.059,215.287,167.67,3.64,0.542,3.112e7,0,97.568,0.462,0.462,0.349,0.018,0.095,0.007,0.027,2.575e-4,0,0,0,0,-1.538e-5,0.023,13.081,134.391,88.018,0.021,1.863,0.013,765.528,331.307,0.05,0.408
10.54,2314.638,178.632,-13.599,178.689,13.602,48.718,0.013,48.718,0.015,4.511,0.283,28.61,-80.6,9.785,0.122,-1.586e-6,-0.309,-6.466e-4,2.532e4,3342,18.647,0.059,215.037,167.67,3.621,0.54,3.098e7,0,96.715,0.462,0.462,0.349,0.018,0.095,0.016,0.056,-4.933e-4,0,0,0,0,-6.215e-6,0.023,13.081,134.391,88.038,0.024,1.99,-0.045,764.667,331.272,0.05,0.409
10.59,2323.552,177.953,-13.565,178.01,13.568,48.943,0.013,48.943,0.015,4.496,0.312,28.61,-80.599,9.785,0.153,-1.129e-6,-0.035,-0.003,2.532e4,3342,18.647,0.059,214.908,167.67,3.611,0.538,3.084e7,0,95.865,0.462,0.462,0.349,0.018,0.095,0.02,0.071,2.302e-4,0,0,0,0,-8.038e-8,0.023,13.081,134.391,88.047,0.026,2.049,-0.103,763.809,331.236,0.05,0.411
10.64,2332.433,177.276,-13.532,177.332,13.535,49.167,0.013,49.167,0.015,4.481,0.285,28.61,-80.599,9.785,0.129,-1.305e-6,0.244,-8.362e-4,2.532e4,3342,18.647,0.059,214.977,167.67,3.616,0.536,3.07e7,0,95.012,0.461,0.461,0.349,0.018,0.095,0.017,0.059,4.702e-4,0,0,0,0,3.935e-6,0.023,13.081,134.391,88.041,0.028,1.981,-0.161,762.954,331.201,0.05,0.412
10.69,2341.28,176.6,-13.498,176.656,13.501,49.391,0.013,49.391,0.015,4.466,0.304,28.61,-80.599,9.785,0.148,-1.467e-6,0.491,-0.002,2.532e4,3342,18.647,0.059,214.892,167.67,3.61,0.534,3.056e7,0,94.177,0.461,0.461,0.349,0.018,0.095,0.019,0.068,-1.098e-4,0,0,0,0,1.603e-5,0.023,13.081,134.391,88.023,0.029,2.086,-0.218,762.103,331.167,0.05,0.413
10.74,2350.093,175.926,-13.465,175.982,13.469,49.614,0.013,49.614,0.016,4.451,0.297,28.61,-80.599,9.785,0.142,-2.104e-6,0.778,-0.003,2.532e4,3342,18.647,0.059,214.897,167.67,3.61,0.532,3.042e7,0,93.345,0.461,0.461,0.349,0.017,0.095,0.018,0.065,-3.091e-4,0,0,0,0,4.054e-5,0.023,13.081,134.391,87.991,0.03,2.156,-0.276,761.254,331.132,0.05,0.414
10.79,2358.873,175.253,-13.435,175.31,13.437,49.836,0.014,49.836,0.016,4.438,0.225,28.61,-80.599,9.785,0.071,-9.125e-7,0.984,-0.002,2.532e4,3342,18.647,0.059,215.136,167.67,3.629,0.53,3.028e7,0,92.509,0.461,0.461,0.349,0.017,0.094,0.009,0.033,-2.814e-4,0,0,0,0,6.537e-5,0.022,13.081,134.391,87.946,0.031,2.062,-0.333,760.409,331.097,0.05,0.416
10.84,2367.618,174.582,-13.404,174.639,13.405,50.058,0.014,50.058,0.016,4.428,0.173,28.61,-80.599,9.785,0.018,-1.041e-6,1.055,-0.016,2.532e4,3342,18.647,0.059,215.313,167.67,3.642,0.528,3.014e7,0,91.687,0.461,0.461,0.349,0.017,0.094,0.002,0.008,-2.582e-4,0,0,0,0,7.575e-5,0.022,13.081,134.391,87.895,0.029,2.041,-0.39,759.567,331.063,0.05,0.417
10.89,2376.331,173.913,-13.373,173.969,13.374,50.279,0.014,50.279,0.016,4.421,0.132,28.61,-80.599,9.785,0.026,-4.894e-7,-1.05,-0.01,2.532e4,3342,18.647,0.059,215.265,167.67,3.638,0.526,3.001e7,0,90.873,0.461,0.461,0.349,0.017,0.094,0.003,0.012,1.172e-4,0,0,0,0,-7.564e-5,0.022,13.081,134.391,87.842,0.028,2.053,-0.446,758.729,331.029,0.05,0.418
10.94,2385.01,173.245,-13.344,173.301,13.344,50.5,0.014,50.5,0.016,4.415,0.078,28.61,-80.599,9.785,0.083,-1.131e-6,-0.951,-0.002,2.532e4,3342,18.647,0.059,215.044,167.67,3.622,0.524,2.987e7,0,90.066,0.461,0.461,0.349,0.017,0.094,0.011,0.038,3.181e-4,0,0,0,0,-6.258e-5,0.022,13.081,134.391,87.791,0.026,2.015,-0.503,757.894,330.994,0.05,0.419
10.99,2393.655,172.579,-13.313,172.635,13.313,50.72,0.014,50.72,0.016,4.412,0.052,28.61,-80.599,9.785,0.111,-6.025e-7,-0.769,-0.003,2.532e4,3342,18.647,0.059,214.926,167.67,3.613,0.522,2.973e7,0,89.268,0.46,0.46,0.35,0.017,0.094,0.014,0.052,4.765e-5,0,0,0,0,-4.118e-5,0.022,13.081,134.391,87.748,0.024,2.039,-0.559,757.061,330.96,0.05,0.42
11.04,2402.268,171.914,-13.282,171.97,13.282,50.941,0.014,50.941,0.016,4.41,0.045,28.61,-80.599,9.785,0.12,-1.274e-6,-0.563,-5.063e-4,2.532e4,3342,18.647,0.059,214.878,167.67,3.609,0.52,2.96e7,0,88.477,0.46,0.46,0.35,0.017,0.094,0.015,0.055,-8.997e-5,0,0,0,0,-2.227e-5,0.022,13.081,134.391,87.715,0.023,2.09,-0.615,756.232,330.926,0.05,0.422
11.09,2410.847,171.25,-13.252,171.307,13.252,51.161,0.014,51.161,0.016,4.408,0.012,28.61,-80.599,9.785,0.155,-1.238e-6,-0.325,-2.391e-4,2.532e4,3342,18.647,0.059,214.737,167.67,3.598,0.518,2.946e7,0,87.689,0.46,0.46,0.35,0.017,0.093,0.02,0.072,-1.382e-4,0,0,0,0,-7.465e-6,0.022,13.081,134.391,87.693,0.022,2.028,-0.671,755.407,330.893,0.05,0.423
11.14,2419.393,170.588,-13.223,170.645,13.223,51.382,0.015,51.382,0.016,4.409,0.037,28.61,-80.599,9.785,0.206,-1.209e-6,-0.009,-0.001,2.532e4,3342,18.647,0.059,214.539,167.67,3.583,0.516,2.932e7,0,86.907,0.46,0.46,0.35,0.017,0.093,0.026,0.095,-8.388e-5,0,0,0,0,-5.614e-9,0.022,13.081,134.391,87.684,0.021,1.875,-0.726,754.584,330.859,0.05,0.424
11.19,2427.906,169.928,-13.192,169.985,13.192,51.602,0.015,51.602,0.016,4.411,0.034,28.61,-80.599,9.785,0.203,-1.339e-6,0.359,-1.096e-4,2.532e4,3342,18.647,0.059,214.535,167.67,3.583,0.514,2.919e7,0,86.13,0.46,0.46,0.35,0.017,0.093,0.026,0.093,-1.768e-4,0,0,0,0,9.259e-6,0.022,13.081,134.391,87.693,0.02,1.832,-0.781,753.765,330.825,0.05,0.425
11.24,2436.386,169.269,-13.159,169.327,13.159,51.823,0.015,51.823,0.016,4.411,0.027,28.61,-80.599,9.785,0.138,-1.186e-6,0.66,5.55e-4,2.532e4,3342,18.647,0.059,214.751,167.67,3.599,0.512,2.906e7,0,85.359,0.46,0.46,0.35,0.017,0.093,0.018,0.064,-3.019e-4,0,0,0,0,3.158e-5,0.022,13.081,134.391,87.719,0.02,1.924,-0.837,752.948,330.792,0.05,0.426
11.29,2444.833,168.612,-13.126,168.67,13.126,52.043,0.015,52.043,0.016,4.408,0.109,28.61,-80.599,9.785,0.047,-1.156e-6,0.817,8.627e-4,2.532e4,3342,18.647,0.059,215.065,167.67,3.623,0.51,2.892e7,0,84.597,0.459,0.459,0.35,0.017,0.093,0.006,0.021,-1.795e-4,0,0,0,0,4.877e-5,0.022,13.081,134.391,87.756,0.022,2.061,-0.891,752.135,330.759,0.05,0.427
11.34,2453.247,167.957,-13.095,168.014,13.096,52.264,0.015,52.264,0.016,4.402,0.119,28.61,-80.599,9.785,0.032,-1.183e-6,0.869,-8.9e-4,2.532e4,3342,18.647,0.059,215.103,167.67,3.626,0.508,2.879e7,0,83.837,0.459,0.459,0.35,0.017,0.093,0.004,0.014,7.737e-5,0,0,0,0,5.558e-5,0.022,13.081,134.391,87.799,0.024,1.959,-0.946,751.325,330.726,0.05,0.428
11.39,2461.628,167.303,-13.063,167.36,13.065,52.484,0.015,52.484,0.017,4.394,0.19,28.61,-80.599,9.785,0.05,-1.933e-6,-0.878,2.014e-4,2.532e4,3342,18.647,0.059,215.024,167.67,3.62,0.506,2.866e7,0,83.091,0.459,0.459,0.35,0.017,0.092,0.006,0.023,-2.279e-4,0,0,0,0,-5.715e-5,0.021,13.081,134.391,87.843,0.025,2.054,-1.001,750.519,330.693,0.05,0.429
11.44,2469.977,166.65,-13.033,166.708,13.035,52.703,0.015,52.703,0.017,4.384,0.225,28.61,-80.599,9.785,0.093,-2.213e-6,-0.739,9.862e-4,2.532e4,3342,18.647,0.059,214.855,167.67,3.607,0.504,2.853e7,0,82.348,0.459,0.459,0.35,0.016,0.092,0.012,0.043,-2.272e-4,0,0,0,0,-4.085e-5,0.021,13.081,134.391,87.884,0.026,2.046,-1.055,749.715,330.66,0.05,0.431
11.49,2478.293,165.999,-13.002,166.057,13.005,52.922,0.015,52.922,0.017,4.371,0.285,28.61,-80.599,9.785,0.163,-1.184e-6,-0.542,-0.001,2.532e4,3342,18.647,0.059,214.588,167.67,3.587,0.502,2.839e7,0,81.618,0.459,0.459,0.35,0.016,0.092,0.021,0.076,2.218e-4,0,0,0,0,-2.208e-5,0.021,13.081,134.391,87.916,0.028,2.144,-1.109,748.915,330.627,0.05,0.432
11.54,2486.577,165.35,-12.972,165.407,12.976,53.14,0.016,53.14,0.017,4.357,0.287,28.61,-80.599,9.785,0.17,-1.177e-6,-0.249,-0.003,2.532e4,3342,18.647,0.059,214.552,167.67,3.584,0.501,2.826e7,0,80.884,0.459,0.459,0.35,0.016,0.092,0.022,0.078,2.798e-4,0,0,0,0,-4.716e-6,0.021,13.081,134.391,87.936,0.031,2.093,-1.163,748.117,330.594,0.05,0.433
11.59,2494.828,164.702,-12.944,164.759,12.947,53.358,0.016,53.358,0.017,4.343,0.265,28.61,-80.599,9.785,0.148,-1.155e-6,0.004,-0.004,2.532e4,3342,18.647,0.059,214.614,167.67,3.589,0.499,2.813e7,0,80.152,0.459,0.459,0.35,0.016,0.092,0.019,0.068,-3.735e-4,0,0,0,0,0,0.021,13.081,134.391,87.942,0.034,2.002,-1.216,747.323,330.562,0.05,0.434
11.64,2503.047,164.056,-12.916,164.113,12.919,53.574,0.016,53.574,0.017,4.329,0.275,28.61,-80.599,9.785,0.161,-1.486e-6,0.244,-0.004,2.532e4,3342,18.647,0.059,214.555,167.67,3.584,0.497,2.8e7,0,79.436,0.458,0.458,0.35,0.016,0.092,0.021,0.074,-3.09e-4,0,0,0,0,4.608e-6,0.021,13.081,134.391,87.936,0.038,2.045,-1.27,746.547,330.529,0.05,0.435
11.69,2511.234,163.411,-12.887,163.468,12.89,53.791,0.016,53.791,0.017,4.315,0.287,28.61,-80.599,9.784,0.176,-6.686e-7,0.516,-0.001,2.532e4,3342,18.647,0.059,214.486,167.67,3.579,0.495,2.788e7,0,78.729,0.458,0.458,0.351,0.016,0.092,0.023,0.081,-1.653e-4,0,0,0,0,2.066e-5,0.021,13.081,134.391,87.917,0.04,2.133,-1.323,745.798,330.497,0.05,0.436
11.74,2519.388,162.767,-12.861,162.824,12.863,54.006,0.016,54.006,0.017,4.302,0.238,28.61,-80.599,9.784,0.12,-1.088e-6,0.761,-0.003,2.532e4,3342,18.647,0.059,214.673,167.67,3.593,0.493,2.775e7,0,78.017,0.458,0.458,0.351,0.016,0.091,0.015,0.055,-4.177e-5,0,0,0,0,4.535e-5,0.021,13.081,134.391,87.884,0.04,2.053,-1.376,745.052,330.465,0.05,0.438
11.79,2527.511,162.125,-12.835,162.181,12.836,54.221,0.016,54.221,0.017,4.291,0.185,28.61,-80.599,9.784,0.058,-7.968e-7,0.895,-0.005,2.532e4,3342,18.647,0.059,214.883,167.67,3.609,0.491,2.762e7,0,77.312,0.458,0.458,0.351,0.016,0.091,0.007,0.027,2.57e-4,0,0,0,0,6.322e-5,0.021,13.081,134.391,87.842,0.038,1.98,-1.429,744.309,330.433,0.05,0.439
11.84,2535.601,161.483,-12.809,161.54,12.81,54.435,0.016,54.435,0.017,4.283,0.132,28.61,-80.599,9.784,0.006,-2.187e-6,-0.937,-0.05,2.532e4,3342,18.647,0.059,215.06,167.67,3.623,0.489,2.749e7,0,76.614,0.458,0.458,0.351,0.016,0.091,7.305e-4,0.003,9.588e-5,0,0,0,0,-6.979e-5,0.021,13.081,134.391,87.796,0.036,1.913,-1.481,743.569,330.401,0.05,0.44
11.89,2543.659,160.844,-12.784,160.9,12.784,54.649,0.017,54.649,0.017,4.278,0.087,28.61,-80.599,9.784,0.062,-1.329e-6,-0.883,-0.006,2.532e4,3342,18.647,0.059,214.841,167.67,3.606,0.487,2.736e7,0,75.925,0.458,0.458,0.351,0.016,0.091,0.008,0.029,2.275e-4,0,0,0,0,-6.248e-5,0.021,13.081,134.391,87.75,0.033,1.865,-1.534,742.831,330.369,0.05,0.441
11.94,2551.685,160.205,-12.757,160.262,12.757,54.863,0.017,54.863,0.017,4.274,0.077,28.61,-80.599,9.784,0.076,-1.726e-6,-0.769,-0.002,2.532e4,3342,18.647,0.059,214.779,167.67,3.601,0.485,2.724e7,0,75.244,0.458,0.458,0.351,0.016,0.091,0.01,0.035,-1.742e-4,0,0,0,0,-4.784e-5,0.021,13.081,134.391,87.709,0.029,1.923,-1.586,742.097,330.338,0.05,0.443
11.99,2559.68,159.568,-12.73,159.625,12.731,55.077,0.017,55.077,0.018,4.27,0.082,28.61,-80.599,9.784,0.071,-1.508e-6,-0.661,-0.002,2.532e4,3342,18.647,0.059,214.781,167.67,3.601,0.483,2.711e7,0,74.57,0.457,0.457,0.351,0.016,0.091,0.009,0.032,5.705e-5,0,0,0,0,-3.564e-5,0.02,13.081,134.391,87.673,0.026,2.015,-1.638,741.366,330.306,0.05,0.445
12.04,2567.642,158.932,-12.703,158.989,12.703,55.29,0.017,55.29,0.018,4.266,0.102,28.61,-80.599,9.784,0.048,-1.808e-6,-0.57,6.915e-4,2.532e4,3342,18.647,0.059,214.853,167.67,3.607,0.482,2.699e7,0,73.901,0.457,0.457,0.351,0.016,0.091,0.006,0.022,1.632e-4,0,0,0,0,-2.665e-5,0.02,13.081,134.391,87.642,0.022,2.144,-1.69,740.637,330.275,0.05,0.446
12.09,2575.573,158.298,-12.676,158.355,12.677,55.503,0.017,55.503,0.018,4.26,0.112,28.61,-80.599,9.784,0.036,-1.369e-6,-0.512,0.001,2.532e4,3342,18.647,0.059,214.882,167.67,3.609,0.48,2.687e7,0,73.237,0.457,0.457,0.351,0.016,0.09,0.005,0.017,2.772e-4,0,0,0,0,-2.173e-5,0.02,13.081,134.391,87.616,0.018,2.231,-1.741,739.912,330.244,0.05,0.447
12.14,2583.472,157.664,-12.65,157.722,12.651,55.716,0.017,55.716,0.018,4.255,0.114,28.61,-80.599,9.784,0.034,-1.256e-6,-0.46,0.004,2.532e4,3342,18.647,0.059,214.878,167.67,3.609,0.478,2.674e7,0,72.577,0.457,0.457,0.351,0.016,0.09,0.004,0.015,4.449e-4,0,0,0,0,-1.766e-5,0.02,13.081,134.391,87.591,0.015,2.284,-1.793,739.189,330.213,0.05,0.448
12.19,2591.339,157.033,-12.623,157.09,12.624,55.929,0.018,55.929,0.018,4.249,0.134,28.61,-80.599,9.784,0.008,-1.544e-6,-0.425,0.03,2.532e4,3342,18.647,0.059,214.958,167.67,3.615,0.476,2.662e7,0,71.924,0.457,0.457,0.351,0.016,0.09,0.001,0.004,-4.236e-4,0,0,0,0,-1.518e-5,0.02,13.081,134.391,87.569,0.011,2.395,-1.844,738.47,330.182,0.05,0.449
12.24,2599.175,156.402,-12.597,156.46,12.598,56.141,0.018,56.141,0.018,4.242,0.143,28.61,-80.599,9.784,0.003,-1.1e-6,0.418,0.096,2.532e4,3342,18.647,0.059,214.965,167.67,3.615,0.474,2.649e7,0,71.275,0.457,0.457,0.351,0.016,0.09,3.951e-4,0.001,2.977e-4,0,0,0,0,1.479e-5,0.02,13.081,134.391,87.548,0.009,2.464,-1.895,737.753,330.151,0.05,0.451
12.29,2606.98,155.773,-12.574,155.83,12.574,56.353,0.018,56.353,0.018,4.235,0.098,28.61,-80.599,9.784,0.054,-1.105e-6,-0.4,0.005,2.532e4,3342,18.647,0.059,214.765,167.67,3.6,0.472,2.637e7,0,70.624,0.457,0.457,0.351,0.015,0.09,0.007,0.025,-7.277e-5,0,0,0,0,-1.365e-5,0.02,13.081,134.391,87.527,0.008,2.343,-1.945,737.039,330.12,0.05,0.452
12.34,2614.752,155.145,-12.549,155.202,12.549,56.564,0.018,56.564,0.018,4.231,0.087,28.61,-80.599,9.784,0.069,-1.169e-6,-0.3,0.004,2.532e4,3342,18.647,0.059,214.699,167.67,3.595,0.47,2.625e7,0,69.982,0.457,0.457,0.351,0.015,0.09,0.009,0.031,4.903e-5,0,0,0,0,-7.738e-6,0.02,13.081,134.391,87.51,0.01,2.328,-1.996,736.328,330.089,0.05,0.453
12.39,2622.494,154.518,-12.524,154.576,12.524,56.776,0.018,56.776,0.018,4.227,0.072,28.61,-80.599,9.784,0.089,-1.338e-6,-0.194,0.005,2.532e4,3342,18.647,0.059,214.614,167.67,3.589,0.469,2.613e7,0,69.344,0.456,0.456,0.351,0.015,0.09,0.011,0.04,4.049e-4,0,0,0,0,-3.266e-6,0.02,13.081,134.391,87.497,0.012,2.286,-2.046,735.62,330.059,0.05,0.455
12.44,2630.204,153.892,-12.498,153.95,12.499,56.987,0.018,56.987,0.018,4.223,0.093,28.61,-80.599,9.784,0.061,-1.184e-6,-0.081,0.003,2.532e4,3342,18.647,0.059,214.704,167.67,3.596,0.467,2.6e7,0,68.714,0.456,0.456,0.351,0.015,0.089,0.008,0.027,7.905e-5,0,0,0,0,-5.747e-7,0.02,13.081,134.391,87.491,0.017,2.358,-2.096,734.914,330.029,0.05,0.456
12.49,2637.883,153.268,-12.474,153.326,12.474,57.198,0.018,57.198,0.018,4.219,0.071,28.61,-80.599,9.784,0.089,-1.271e-6,0.008,0.005,2.532e4,3342,18.647,0.059,214.59,167.67,3.587,0.465,2.588e7,0,68.084,0.456,0.456,0.352,0.015,0.089,0.011,0.04,1.973e-4,0,0,0,0,6.375e-9,0.02,13.081,134.391,87.489,0.022,2.265,-2.146,734.212,329.998,0.05,0.458
12.54,2645.531,152.645,-12.448,152.703,12.449,57.409,0.019,57.409,0.019,4.214,0.106,28.61,-80.599,9.784,0.04,-1.304e-6,0.116,0.005,2.532e4,3342,18.647,0.059,214.753,167.67,3.599,0.463,2.576e7,0,67.465,0.456,0.456,0.352,0.015,0.089,0.005,0.018,-3.865e-4,0,0,0,0,1.192e-6,0.02,13.081,134.391,87.492,0.027,2.364,-2.196,733.512,329.968,0.05,0.459
12.59,2653.148,152.023,-12.423,152.081,12.424,57.62,0.019,57.62,0.019,4.208,0.127,28.61,-80.599,9.784,0.011,-1.275e-6,0.137,0.01,2.532e4,3342,18.647,0.059,214.847,167.67,3.606,0.461,2.564e7,0,66.848,0.456,0.456,0.352,0.015,0.089,0.001,0.005,3.064e-4,0,0,0,0,1.672e-6,0.019,13.081,134.391,87.498,0.033,2.404,-2.245,732.815,329.938,0.05,0.461
12.64,2660.733,151.403,-12.398,151.461,12.399,57.83,0.019,57.83,0.019,4.202,0.148,28.61,-80.599,9.784,0.02,-1.35e-6,-0.135,-5.742e-4,2.532e4,3342,18.647,0.059,214.802,167.67,3.603,0.459,2.552e7,0,66.238,0.456,0.456,0.352,0.015,0.089,0.003,0.009,4.587e-4,0,0,0,0,-1.643e-6,0.019,13.081,134.391,87.505,0.039,2.448,-2.295,732.121,329.908,0.05,0.462
12.69,2668.288,150.783,-12.374,150.842,12.375,58.04,0.019,58.04,0.019,4.194,0.145,28.61,-80.599,9.784,0.018,-1.263e-6,-0.103,-8.291e-4,2.532e4,3342,18.647,0.059,214.799,167.67,3.603,0.458,2.54e7,0,65.628,0.456,0.456,0.352,0.015,0.089,0.002,0.008,4.414e-4,0,0,0,0,-9.766e-7,0.019,13.081,134.391,87.511,0.046,2.406,-2.344,731.43,329.879,0.05,0.463
