# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
26.49,3703.203,4.851,-9.755,5.799,9.755,108.033,0.083,108.034,0.044,3.178,0.096,28.61,-80.599,9.781,27.125,-1.306e-6,6.034,0.003,2.532e4,3342,18.647,0.059,182.636,167.67,1.144,0.022,1.086e6,0,0.167,0.505,0.594,0.423,0.009,0.072,8.914,2.864,2.182e-4,0,0,0,0,1.526,7.746e-4,13.081,134.391,70.683,0.062,1.924,-9.071,640.881,325.802,0.05,0.835
26.54,3703.434,4.363,-9.753,5.395,9.754,108.192,0.083,108.192,0.044,3.173,0.095,28.61,-80.599,9.781,29.357,-1.314e-6,6.046,0.003,2.532e4,3342,18.647,0.059,182.007,167.67,1.096,0.02,1.025e6,0,0.144,0.509,0.572,0.428,0.009,0.072,9.941,1.505,2.179e-4,0,0,0,0,1.719,7.251e-4,13.081,134.391,70.381,0.062,1.842,-9.072,640.862,325.801,0.05,0.836
26.59,3703.64,3.876,-9.752,5.006,9.752,108.351,0.083,108.351,0.044,3.168,0.096,28.61,-80.599,9.781,32.022,-1.308e-6,6.05,0.003,2.532e4,3342,18.647,0.059,181.373,167.67,1.047,0.019,9.696e5,0,0.122,0.514,0.542,0.432,0.009,0.072,11.23,-0.078,-1.079e-4,0,0,0,0,1.924,6.777e-4,13.081,134.391,70.079,0.062,1.783,-9.074,640.845,325.8,0.05,0.838
26.64,3703.821,3.388,-9.749,4.635,9.75,108.509,0.084,108.509,0.044,3.163,0.099,28.61,-80.599,9.781,35.336,-1.309e-6,6.045,0.003,2.532e4,3342,18.647,0.059,180.735,167.67,0.999,0.018,9.239e5,0,0.101,0.518,0.496,0.437,0.009,0.072,12.91,-1.95,-1.367e-4,0,0,0,0,2.116,6.33e-4,13.081,134.391,69.777,0.061,1.778,-9.075,640.83,325.8,0.05,0.84
26.69,3703.979,2.901,-9.746,4.288,9.747,108.667,0.084,108.667,0.044,3.158,0.104,28.61,-80.599,9.781,39.023,-1.312e-6,6.034,0.003,2.532e4,3342,18.647,0.059,180.19,167.67,0.957,0.018,8.827e5,0,0.082,0.522,0.441,0.441,0.009,0.072,14.853,-3.962,-1.063e-4,0,0,0,0,2.309,5.914e-4,13.081,134.391,69.475,0.061,1.776,-9.076,640.817,325.799,0.05,0.842
26.74,3704.112,2.414,-9.742,3.971,9.743,108.825,0.084,108.825,0.044,3.153,0.11,28.61,-80.599,9.781,43.217,-1.316e-6,6.016,0.003,2.532e4,3342,18.647,0.059,179.746,167.67,0.923,0.017,8.504e5,0,0.065,0.526,0.374,0.444,0.009,0.072,17.122,-6.114,3.831e-4,0,0,0,0,2.472,5.538e-4,13.081,134.391,69.173,0.061,1.806,-9.077,640.806,325.798,0.05,0.843
26.79,3704.22,1.925,-9.772,3.692,9.772,108.982,0.084,108.982,0.044,3.151,0.029,28.61,-80.599,9.781,47.758,-1.317e-6,6,0.003,2.532e4,3342,18.647,0.059,207.294,167.67,3.029,0.016,8.241e5,0,0.049,0.529,0.301,0.447,0.009,0.072,4.732,-5.557,3.092e-4,0,0,0,0,2.619,5.213e-4,13.081,134.391,68.873,0.061,1.834,-9.077,640.797,325.798,0.05,0.844
26.84,3704.304,1.437,-9.771,3.461,9.771,109.14,0.085,109.14,0.044,3.149,0.029,28.61,-80.599,9.781,52.571,-1.318e-6,5.978,0.003,2.532e4,3342,18.647,0.059,208.414,167.67,3.115,0.016,8.037e5,0,0.035,0.531,0.229,0.449,0.009,0.072,4.966,-7.247,-4.133e-4,0,0,0,0,2.734,4.946e-4,13.081,134.391,68.574,0.06,1.861,-9.078,640.79,325.798,0.05,0.845
26.89,3704.364,0.948,-9.771,3.287,9.771,109.297,0.085,109.297,0.045,3.148,0.027,28.61,-80.599,9.781,57.405,-1.311e-6,5.954,0.003,2.532e4,3342,18.647,0.059,210.002,167.67,3.236,0.015,7.754e5,0,0.024,0.534,0.164,0.452,0.009,0.072,5.118,-8.833,6.479e-5,0,0,0,0,2.914,4.747e-4,13.081,134.391,68.275,0.06,1.79,-9.078,640.785,325.797,0.05,0.846
26.94,3704.399,0.46,-9.77,3.18,9.77,109.455,0.085,109.455,0.045,3.146,0.03,28.61,-80.599,9.781,62.816,-1.309e-6,5.927,0.003,2.532e4,3342,18.647,0.059,210.873,167.67,3.303,0.016,7.878e5,0,0.015,0.533,0.103,0.451,0.009,0.072,5.485,-10.123,-3.623e-4,0,0,0,0,2.796,4.626e-4,13.081,134.391,67.978,0.06,1.942,-9.079,640.783,325.797,0.05,0.848
26.99,3704.41,-0.029,-9.769,3.145,9.769,109.612,0.086,109.612,0.045,3.145,0.031,28.61,-80.599,9.781,68.006,-1.315e-6,5.895,0.003,2.532e4,3342,18.647,0.059,212.368,167.67,3.417,0.016,7.845e5,0,0.009,0.533,0.059,0.451,0.009,0.072,5.713,-11.231,1.902e-4,0,0,0,0,2.79,4.587e-4,13.081,134.391,67.683,0.06,1.943,-9.079,640.782,325.797,0.05,0.849
27.04,3704.396,-0.517,-9.768,3.185,9.768,109.769,0.086,109.769,0.045,3.143,0.032,28.61,-80.599,9.781,73.184,-1.315e-6,5.86,0.003,2.532e4,3342,18.647,0.059,213.855,167.67,3.531,0.016,7.898e5,0,0.004,0.532,0.028,0.451,0.009,0.072,5.954,-12.061,3.506e-4,0,0,0,0,2.72,4.632e-4,13.081,134.391,67.389,0.059,1.952,-9.079,640.783,325.797,0.05,0.85
27.045,3704.393,-0.567,-9.736,5.125,9.746,109.785,0.086,109.785,0.045,3.141,0.443,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.016,7.902e5,0,11.286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.632e-4,NaN,NaN,NaN,NaN,1.952,-9.079,640.783,325.797,0.005,0.851
27.545,3702.893,-5.433,-9.732,7.299,9.742,111.3,0.089,111.3,0.046,2.919,0.444,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.016,1.125e6,0,11.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.639e-4,NaN,NaN,NaN,NaN,1.955,-9.079,640.783,325.797,0.5,0.851
28.045,3699.038,-9.989,-9.112,10.953,9.131,112.686,0.092,112.686,0.047,2.625,0.589,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.022,1.689e6,0,22.565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.159e-4,NaN,NaN,NaN,NaN,1.869,-9.069,640.907,325.803,0.5,0.851
28.449,3694.353,-13.187,-7.909,13.873,7.957,113.676,0.094,113.676,0.047,2.272,0.873,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.034,2.14e6,0,52.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.038,-9.044,641.225,325.818,0.404,0.851
28.767,3689.822,-15.303,-6.654,15.865,6.739,114.344,0.096,114.344,0.048,1.931,1.072,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.043,2.449e6,0,83.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.256,-9.013,641.611,325.837,0.318,0.852
29.079,3684.78,-17.059,-5.638,17.518,5.759,114.889,0.097,114.889,0.048,1.565,1.175,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.049,2.705e6,0,109.044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.416,-8.984,641.985,325.855,0.312,0.852
29.415,3678.776,-18.647,-4.721,18.915,4.835,115.356,0.099,115.356,0.049,1.214,1.043,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.053,2.922e6,0,130.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.958,-8.951,642.401,325.875,0.336,0.852
29.763,3672.06,-19.954,-3.757,20.186,3.917,115.711,0.1,115.711,0.049,0.829,1.108,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.058,3.12e6,0,155.083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.221,-8.912,642.896,325.898,0.348,0.852
30.176,3663.584,-21.158,-2.918,21.308,3.088,115.967,0.101,115.967,0.05,0.412,1.009,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.062,3.295e6,0,175.618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.113,-8.868,643.45,325.925,0.412,0.852
30.669,3652.899,-22.187,-2.088,22.283,2.278,116.06,0.103,116.06,0.051,0.038,0.913,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.065,3.448e6,0,196.142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.105,-8.813,644.149,325.958,0.493,0.853
31.169,3641.639,-22.856,-1.339,22.91,1.527,115.949,0.104,115.949,0.051,0.404,0.733,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.068,3.548e6,0,214.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.972,-8.744,645.03,326,0.5,0.853
31.669,3630.107,-23.269,-0.824,23.303,1.025,115.671,0.105,115.671,0.052,0.709,0.609,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.07,3.612e6,0,227.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.965,-8.671,645.959,326.044,0.5,0.853
32.169,3618.412,-23.514,-0.491,23.543,0.759,115.244,0.106,115.245,0.053,0.998,0.579,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.071,3.653e6,0,235.653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.165,-8.596,646.91,326.09,0.5,0.853
32.669,3606.619,-23.657,-0.286,23.681,0.602,114.679,0.106,114.679,0.053,1.263,0.53,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.678e6,0,240.755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.317,-8.52,647.875,326.136,0.5,0.854
33.169,3594.769,-23.741,-0.168,23.75,0.367,114.007,0.107,114.007,0.054,1.426,0.327,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.693e6,0,243.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.074,-8.443,648.847,326.182,0.5,0.854
33.669,3582.887,-23.786,-0.09,23.792,0.287,113.26,0.107,113.26,0.054,1.562,0.273,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.703e6,0,245.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.102,-8.366,649.824,326.229,0.5,0.854
34.169,3570.989,-23.808,-0.045,23.809,0.105,112.467,0.107,112.467,0.055,1.61,0.095,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.709e6,0,246.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.802,-8.289,650.804,326.276,0.5,0.854
34.669,3559.083,-23.815,-0.013,23.818,0.2,111.637,0.108,111.637,0.055,1.71,0.199,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.714e6,0,247.348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.103,-8.211,651.786,326.323,0.5,0.854
35.169,3547.176,-23.813,0.003,23.815,0.155,110.763,0.108,110.763,0.056,1.787,0.154,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.717e6,0,247.741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.093,-8.134,652.768,326.37,0.5,0.855
35.669,3535.271,-23.807,0.013,23.807,0.013,109.87,0.108,109.87,0.056,1.786,0.002,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.72e6,0,247.942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.789,-8.057,653.75,326.417,0.5,0.855
36.169,3523.37,-23.797,0.019,23.797,0.019,108.977,0.108,108.977,0.057,1.784,0.003,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.722e6,0,248.111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.787,-7.979,654.732,326.463,0.5,0.855
36.669,3511.474,-23.785,0.024,23.787,0.134,108.069,0.108,108.069,0.057,1.85,0.132,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.724e6,0,248.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.112,-7.902,655.713,326.51,0.5,0.855
37.169,3499.585,-23.772,0.026,23.774,0.156,107.124,0.108,107.124,0.058,1.927,0.153,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.726e6,0,248.321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.23,-7.825,656.694,326.557,0.5,0.856
37.669,3487.702,-23.759,0.026,23.76,0.093,106.149,0.108,106.15,0.058,1.972,0.089,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.727e6,0,248.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.15,-7.747,657.677,326.604,0.5,0.856
38.169,3475.826,-23.745,0.028,23.745,0.06,105.157,0.107,105.157,0.059,1.998,0.053,28.61,-80.599,9.781,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.729e6,0,248.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.108,-7.67,658.709,326.651,0.5,0.856
38.669,3463.957,-23.731,0.029,23.731,0.068,104.15,0.107,104.15,0.059,2.029,0.062,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.73e6,0,248.363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.155,-7.593,659.741,326.698,0.5,0.856
39.169,3452.095,-23.716,0.029,23.716,0.073,103.144,0.107,103.144,0.06,1.995,0.067,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.732e6,0,248.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.874,-7.516,660.773,326.744,0.5,0.856
39.669,3440.241,-23.701,0.029,23.701,0.044,102.142,0.107,102.142,0.06,2.012,0.032,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.733e6,0,248.378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.081,-7.439,661.803,326.791,0.5,0.857
40.169,3428.394,-23.686,0.03,23.687,0.109,101.15,0.107,101.15,0.061,1.959,0.104,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.073,3.735e6,0,248.407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.767,-7.362,662.833,326.838,0.5,0.857
40.669,3416.554,-23.672,0.03,23.672,0.046,100.174,0.107,100.174,0.061,1.942,0.035,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.736e6,0,248.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.881,-7.285,663.863,326.884,0.5,0.857
41.169,3404.722,-23.657,0.03,23.657,0.077,99.195,0.107,99.195,0.062,1.977,0.071,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.738e6,0,248.396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.12,-7.208,664.891,326.931,0.5,0.857
41.669,3392.898,-23.642,0.029,23.642,0.033,98.208,0.107,98.208,0.062,1.97,0.014,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.739e6,0,248.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.951,-7.131,665.919,326.978,0.5,0.858
42.169,3381.08,-23.627,0.03,23.627,0.078,97.231,0.106,97.232,0.063,1.934,0.072,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.741e6,0,248.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.805,-7.054,666.947,327.024,0.5,0.858
42.669,3369.271,-23.612,0.029,23.612,0.038,96.267,0.106,96.267,0.063,1.922,0.025,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.742e6,0,248.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.882,-6.977,667.974,327.071,0.5,0.858
43.169,3357.468,-23.598,0.03,23.598,0.073,95.315,0.106,95.315,0.064,1.889,0.066,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.744e6,0,248.391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.77,-6.9,669,327.117,0.5,0.858
43.669,3345.673,-23.583,0.03,23.583,0.102,94.382,0.106,94.383,0.064,1.84,0.097,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.745e6,0,248.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.662,-6.824,670.025,327.164,0.5,0.858
44.169,3333.885,-23.568,0.029,23.568,0.031,93.464,0.106,93.464,0.065,1.834,0.012,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.747e6,0,248.374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.818,-6.747,671.05,327.21,0.5,0.859
44.669,3322.105,-23.553,0.03,23.554,0.122,92.532,0.106,92.532,0.065,1.893,0.119,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.748e6,0,248.414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.127,-6.67,672.074,327.257,0.5,0.859
45.169,3310.332,-23.538,0.03,23.541,0.183,91.563,0.105,91.563,0.066,1.984,0.181,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.75e6,0,248.455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.334,-6.594,673.098,327.303,0.5,0.859
45.669,3298.567,-23.524,0.028,23.524,0.059,90.577,0.105,90.577,0.067,1.958,0.052,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.751e6,0,248.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.866,-6.517,674.121,327.35,0.5,0.859
46.169,3286.808,-23.509,0.03,23.512,0.188,89.622,0.105,89.622,0.067,1.865,0.186,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.753e6,0,248.446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.52,-6.441,675.143,327.396,0.5,0.86
46.669,3275.057,-23.495,0.029,23.496,0.155,88.708,0.105,88.708,0.068,1.789,0.153,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.754e6,0,248.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.506,-6.364,676.165,327.442,0.5,0.86
47.169,3263.314,-23.48,0.029,23.482,0.153,87.795,0.105,87.795,0.068,1.864,0.15,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.756e6,0,248.406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.156,-6.288,677.186,327.488,0.5,0.86
47.669,3251.577,-23.466,0.028,23.466,0.065,86.871,0.105,86.871,0.069,1.834,0.059,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.757e6,0,248.351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.729,-6.212,678.206,327.535,0.5,0.86
48.169,3239.848,-23.452,0.028,23.452,0.042,85.95,0.104,85.95,0.07,1.85,0.031,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.758e6,0,248.355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.915,-6.135,679.226,327.581,0.5,0.861
48.669,3228.125,-23.438,0.028,23.439,0.088,85.036,0.104,85.036,0.07,1.808,0.084,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.76e6,0,248.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.657,-6.059,680.245,327.627,0.5,0.861
49.169,3216.41,-23.424,0.029,23.425,0.117,84.146,0.104,84.146,0.071,1.751,0.113,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.072,3.761e6,0,248.389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,1.544,-5.983,681.264,327.673,0.5,0.861
49.669,3204.701,-23.41,0.029,23.411,0.115,83.257,0.104,83.257,0.072,1.807,0.112,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,2.532e4,3342,NaN,NaN,NaN,NaN,NaN,0.071,3.763e6,0,248.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,NaN,NaN,NaN,NaN,2.024,-5.907,682.282,327.719,0.5,0.861
