# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
8.813,1791.427,201.698,-14.058,201.794,14.059,46.275,0.013,46.275,0.016,6.242,0.174,32.32,106.764,9.786,0.022,2.935e-6,0.807,0.015,2.627e4,3404.8,12.406,0.06,187.235,145.771,3.17,0.59,2.501e7,0,112.256,0.479,0.479,0.313,0.053,0.112,0.003,0.009,4.809e-4,0,0,0,0,1.884e-5,0.025,13.081,134.391,87.644,0.028,1.982,18.293,716.419,342.385,0.05,0.197
8.863,1801.494,200.996,-14.02,201.092,14.022,46.587,0.013,46.587,0.016,6.232,0.244,32.32,106.764,9.786,0.039,1.412e-6,-0.766,0.006,2.627e4,3404.8,12.406,0.06,187.174,145.771,3.165,0.588,2.491e7,0,111.337,0.479,0.479,0.313,0.053,0.112,0.005,0.017,4.544e-4,0,0,0,0,-1.711e-5,0.025,13.081,134.391,87.685,0.036,2.037,18.199,715.556,342.328,0.05,0.198
8.913,1811.527,200.296,-13.984,200.392,13.987,46.898,0.013,46.898,0.016,6.218,0.287,32.32,106.764,9.786,0.079,9.085e-7,-0.603,0.004,2.627e4,3404.8,12.406,0.06,187.06,145.771,3.156,0.586,2.48e7,0,110.425,0.478,0.478,0.313,0.053,0.112,0.011,0.034,3.634e-4,0,0,0,0,-1.068e-5,0.025,13.081,134.391,87.72,0.043,2.035,18.106,714.698,342.271,0.05,0.199
8.963,1821.524,199.597,-13.948,199.694,13.952,47.208,0.014,47.208,0.016,6.203,0.331,32.32,106.764,9.786,0.118,1.974e-6,-0.286,4.197e-4,2.627e4,3404.8,12.406,0.06,186.945,145.771,3.148,0.584,2.47e7,0,109.528,0.478,0.478,0.313,0.053,0.112,0.016,0.051,-1.331e-4,0,0,0,0,-2.41e-6,0.025,13.081,134.391,87.742,0.049,2.083,18.012,713.878,342.214,0.05,0.2
9.013,1831.486,198.901,-13.914,198.997,13.918,47.518,0.014,47.518,0.017,6.186,0.318,32.32,106.764,9.786,0.11,2.098e-6,0.07,0.001,2.627e4,3404.8,12.406,0.06,186.949,145.771,3.148,0.582,2.46e7,0,108.629,0.478,0.478,0.313,0.053,0.112,0.015,0.048,2.558e-4,0,0,0,0,1.479e-7,0.025,13.081,134.391,87.747,0.049,2.022,17.92,713.06,342.158,0.05,0.2
9.063,1841.414,198.206,-13.881,198.302,13.884,47.827,0.014,47.827,0.017,6.172,0.279,32.32,106.764,9.786,0.079,2.298e-6,0.32,-0.001,2.627e4,3404.8,12.406,0.06,187.012,145.771,3.153,0.58,2.45e7,0,107.735,0.478,0.478,0.313,0.053,0.111,0.011,0.034,2.056e-4,0,0,0,0,3.072e-6,0.024,13.081,134.391,87.737,0.047,1.932,17.827,712.246,342.102,0.05,0.201
9.113,1851.307,197.513,-13.848,197.609,13.851,48.135,0.014,48.135,0.017,6.157,0.27,32.32,106.764,9.786,0.072,1.656e-6,0.577,-0.003,2.627e4,3404.8,12.406,0.06,187.013,145.771,3.153,0.578,2.44e7,0,106.856,0.478,0.478,0.313,0.053,0.111,0.01,0.031,3.353e-4,0,0,0,0,1.005e-5,0.024,13.081,134.391,87.714,0.043,1.975,17.735,711.434,342.046,0.05,0.201
9.163,1861.165,196.821,-13.817,196.917,13.819,48.443,0.014,48.443,0.017,6.146,0.21,32.32,106.764,9.786,0.02,4.555e-7,0.688,-0.01,2.627e4,3404.8,12.406,0.06,187.129,145.771,3.162,0.576,2.43e7,0,105.976,0.477,0.477,0.313,0.053,0.111,0.003,0.008,-4.847e-5,0,0,0,0,1.44e-5,0.024,13.081,134.391,87.682,0.036,1.886,17.643,710.625,341.99,0.05,0.202
9.213,1870.989,196.131,-13.785,196.227,13.787,48.75,0.014,48.75,0.017,6.136,0.172,32.32,106.764,9.786,0.014,1.512e-6,-0.697,-0.007,2.627e4,3404.8,12.406,0.06,187.127,145.771,3.161,0.574,2.421e7,0,105.108,0.477,0.477,0.313,0.053,0.111,0.002,0.006,-3.934e-4,0,0,0,0,-1.486e-5,0.024,13.081,134.391,87.647,0.027,1.873,17.551,709.819,341.935,0.05,0.203
9.263,1880.778,195.443,-13.754,195.539,13.755,49.056,0.015,49.056,0.017,6.128,0.136,32.32,106.764,9.786,0.047,2.24e-6,-0.614,-0.001,2.627e4,3404.8,12.406,0.06,187.03,145.771,3.154,0.572,2.411e7,0,104.247,0.477,0.477,0.313,0.053,0.111,0.006,0.02,3.492e-4,0,0,0,0,-1.162e-5,0.024,13.081,134.391,87.614,0.018,1.855,17.46,709.015,341.88,0.05,0.203
9.313,1890.533,194.756,-13.723,194.852,13.723,49.363,0.015,49.363,0.017,6.123,0.105,32.32,106.764,9.786,0.075,2.379e-6,-0.42,-0.004,2.627e4,3404.8,12.406,0.06,186.943,145.771,3.147,0.57,2.401e7,0,103.392,0.477,0.477,0.314,0.053,0.111,0.01,0.032,-2.021e-4,0,0,0,0,-5.477e-6,0.024,13.081,134.391,87.587,0.011,1.824,17.369,708.215,341.824,0.05,0.204
9.363,1900.254,194.07,-13.691,194.167,13.691,49.669,0.015,49.669,0.017,6.117,0.107,32.32,106.764,9.786,0.074,2.309e-6,-0.228,-0.002,2.627e4,3404.8,12.406,0.06,186.932,145.771,3.147,0.568,2.391e7,0,102.546,0.477,0.477,0.314,0.053,0.11,0.01,0.032,4.138e-4,0,0,0,0,-1.628e-6,0.024,13.081,134.391,87.571,0.005,1.864,17.278,707.417,341.77,0.05,0.205
9.413,1909.94,193.386,-13.659,193.483,13.659,49.974,0.015,49.974,0.017,6.112,0.088,32.32,106.764,9.786,0.09,2.26e-6,-1.052e-4,-8.599e-4,2.627e4,3404.8,12.406,0.06,186.876,145.771,3.142,0.566,2.381e7,0,101.703,0.477,0.477,0.314,0.053,0.11,0.012,0.039,-3.954e-4,0,0,0,0,0,0.024,13.081,134.391,87.566,0.002,1.803,17.188,706.622,341.715,0.05,0.206
9.463,1919.593,192.704,-13.628,192.801,13.628,50.28,0.015,50.28,0.017,6.109,0.072,32.32,106.764,9.786,0.104,2.349e-6,0.287,0.003,2.627e4,3404.8,12.406,0.06,186.828,145.771,3.139,0.564,2.371e7,0,100.865,0.476,0.476,0.314,0.053,0.11,0.014,0.044,-4.642e-4,0,0,0,0,2.61e-6,0.024,13.081,134.391,87.573,0.003,1.71,17.098,705.83,341.66,0.05,0.207
9.513,1929.211,192.024,-13.595,192.121,13.596,50.585,0.015,50.585,0.018,6.104,0.087,32.32,106.764,9.786,0.088,9.871e-7,0.534,-9.613e-4,2.627e4,3404.8,12.406,0.06,186.852,145.771,3.14,0.563,2.362e7,0,100.034,0.476,0.476,0.314,0.053,0.11,0.012,0.038,-2.195e-4,0,0,0,0,9.103e-6,0.024,13.081,134.391,87.594,0.009,1.669,17.008,705.041,341.606,0.05,0.208
9.563,1938.795,191.345,-13.563,191.442,13.564,50.89,0.016,50.89,0.018,6.1,0.101,32.32,106.764,9.786,0.073,3.173e-6,0.777,0.003,2.627e4,3404.8,12.406,0.06,186.876,145.771,3.142,0.561,2.352e7,0,99.208,0.476,0.476,0.314,0.053,0.11,0.01,0.031,1.845e-4,0,0,0,0,1.942e-5,0.024,13.081,134.391,87.627,0.017,1.587,16.919,704.254,341.552,0.05,0.208
9.613,1948.345,190.667,-13.53,190.765,13.531,51.195,0.016,51.195,0.018,6.094,0.153,32.32,106.764,9.785,0.021,2.307e-6,0.887,0.011,2.627e4,3404.8,12.406,0.06,186.992,145.771,3.151,0.559,2.342e7,0,98.391,0.476,0.476,0.314,0.052,0.109,0.003,0.009,-4.228e-4,0,0,0,0,2.55e-5,0.024,13.081,134.391,87.669,0.026,1.6,16.83,703.471,341.498,0.05,0.209
9.663,1957.862,189.992,-13.497,190.089,13.499,51.5,0.016,51.5,0.018,6.085,0.207,32.32,106.764,9.785,0.034,2.741e-6,-0.899,0.002,2.627e4,3404.8,12.406,0.06,186.945,145.771,3.148,0.557,2.333e7,0,97.582,0.476,0.476,0.314,0.052,0.109,0.005,0.015,2.073e-4,0,0,0,0,-2.637e-5,0.023,13.081,134.391,87.714,0.038,1.612,16.741,702.69,341.444,0.05,0.21
9.713,1967.345,189.318,-13.463,189.415,13.466,51.804,0.016,51.804,0.018,6.072,0.298,32.32,106.764,9.785,0.122,3.453e-6,-0.655,-0.004,2.627e4,3404.8,12.406,0.06,186.71,145.771,3.13,0.555,2.323e7,0,96.789,0.475,0.475,0.314,0.052,0.109,0.017,0.053,3.024e-5,0,0,0,0,-1.41e-5,0.023,13.081,134.391,87.754,0.048,1.763,16.653,701.912,341.39,0.05,0.21
9.763,1976.794,188.645,-13.432,188.743,13.436,52.107,0.016,52.107,0.018,6.056,0.32,32.32,106.764,9.785,0.147,3.136e-6,-0.304,-0.004,2.627e4,3404.8,12.406,0.06,186.634,145.771,3.124,0.553,2.314e7,0,95.993,0.475,0.475,0.314,0.052,0.109,0.02,0.063,2.287e-4,0,0,0,0,-3.057e-6,0.023,13.081,134.391,87.778,0.055,1.749,16.564,701.136,341.337,0.05,0.211
9.813,1986.209,187.975,-13.402,188.072,13.406,52.409,0.017,52.409,0.018,6.04,0.313,32.32,106.764,9.785,0.144,2.327e-6,0.08,-0.004,2.627e4,3404.8,12.406,0.06,186.629,145.771,3.123,0.551,2.304e7,0,95.2,0.475,0.475,0.314,0.052,0.109,0.02,0.061,-4.064e-4,0,0,0,0,2.156e-7,0.023,13.081,134.391,87.784,0.06,1.707,16.477,700.363,341.284,0.05,0.212
9.863,1995.591,187.305,-13.373,187.402,13.376,52.711,0.017,52.711,0.018,6.025,0.281,32.32,106.764,9.785,0.114,2.698e-6,0.415,-0.005,2.627e4,3404.8,12.406,0.06,186.689,145.771,3.128,0.549,2.295e7,0,94.409,0.475,0.475,0.314,0.052,0.108,0.016,0.049,-3.55e-4,0,0,0,0,5.783e-6,0.023,13.081,134.391,87.771,0.061,1.639,16.389,699.594,341.231,0.05,0.212
9.913,2004.94,186.637,-13.345,186.734,13.347,53.012,0.017,53.012,0.018,6.012,0.241,32.32,106.764,9.785,0.076,1.858e-6,0.654,-0.008,2.627e4,3404.8,12.406,0.06,186.772,145.771,3.134,0.547,2.285e7,0,93.625,0.475,0.475,0.314,0.052,0.108,0.01,0.032,-3.782e-4,0,0,0,0,1.447e-5,0.023,13.081,134.391,87.744,0.059,1.587,16.302,698.826,341.178,0.05,0.213
9.963,2014.255,185.971,-13.316,186.067,13.318,53.312,0.017,53.312,0.018,6.001,0.206,32.32,106.764,9.785,0.042,2.338e-6,0.797,-0.007,2.627e4,3404.8,12.406,0.06,186.844,145.771,3.14,0.546,2.276e7,0,92.85,0.475,0.475,0.314,0.052,0.108,0.006,0.018,-2.815e-4,0,0,0,0,2.165e-5,0.023,13.081,134.391,87.707,0.051,1.581,16.215,698.062,341.125,0.05,0.213
10.013,2023.537,185.306,-13.288,185.402,13.289,53.612,0.017,53.612,0.019,5.991,0.186,32.32,106.764,9.785,0.021,1.462e-6,0.878,-0.007,2.627e4,3404.8,12.406,0.06,186.883,145.771,3.143,0.544,2.266e7,0,92.084,0.474,0.474,0.314,0.052,0.108,0.003,0.009,1.994e-4,0,0,0,0,2.642e-5,0.023,13.081,134.391,87.664,0.039,1.633,16.128,697.3,341.073,0.05,0.214
10.063,2032.785,184.642,-13.259,184.739,13.261,53.911,0.018,53.911,0.019,5.982,0.18,32.32,106.764,9.785,0.013,1.148e-6,0.917,0.02,2.627e4,3404.8,12.406,0.06,186.89,145.771,3.143,0.542,2.257e7,0,91.326,0.474,0.474,0.315,0.052,0.108,0.002,0.006,2.676e-4,0,0,0,0,2.906e-5,0.023,13.081,134.391,87.619,0.028,1.736,16.042,696.541,341.02,0.05,0.215
10.113,2042.001,183.98,-13.231,184.077,13.232,54.21,0.018,54.21,0.019,5.973,0.18,32.32,106.764,9.785,0.011,2.206e-6,0.946,0.061,2.627e4,3404.8,12.406,0.06,186.881,145.771,3.143,0.54,2.248e7,0,90.575,0.474,0.474,0.315,0.052,0.108,0.001,0.005,-1.817e-4,0,0,0,0,3.111e-5,0.023,13.081,134.391,87.573,0.016,1.862,15.956,695.785,340.968,0.05,0.216
10.163,2051.183,183.319,-13.202,183.416,13.204,54.509,0.018,54.509,0.019,5.964,0.177,32.32,106.764,9.785,0.007,2.93e-6,0.965,0.149,2.627e4,3404.8,12.406,0.06,186.878,145.771,3.142,0.538,2.239e7,0,89.83,0.474,0.474,0.315,0.052,0.107,0.001,0.003,4.559e-4,0,0,0,0,3.26e-5,0.023,13.081,134.391,87.524,0.004,1.985,15.871,695.032,340.917,0.05,0.216
10.213,2060.333,182.659,-13.175,182.756,13.176,54.807,0.018,54.807,0.019,5.956,0.16,32.32,106.764,9.785,0.013,3.086e-6,-0.965,0.102,2.627e4,3404.8,12.406,0.06,186.852,145.771,3.14,0.536,2.229e7,0,89.088,0.474,0.474,0.315,0.052,0.107,0.002,0.005,4.027e-4,0,0,0,0,-3.287e-5,0.023,13.081,134.391,87.476,-0.004,2.057,15.785,694.281,340.865,0.05,0.217
10.263,2069.449,182.001,-13.148,182.099,13.149,55.104,0.018,55.104,0.019,5.949,0.135,32.32,106.764,9.785,0.04,2.671e-6,-0.906,0.034,2.627e4,3404.8,12.406,0.06,186.771,145.771,3.134,0.535,2.22e7,0,88.351,0.474,0.474,0.315,0.052,0.107,0.005,0.017,1.786e-4,0,0,0,0,-2.919e-5,0.022,13.081,134.391,87.428,-0.009,2.098,15.7,693.533,340.813,0.05,0.218
10.313,2078.533,181.345,-13.122,181.442,13.122,55.401,0.019,55.402,0.019,5.942,0.098,32.32,106.764,9.785,0.079,3.084e-6,-0.783,0.016,2.627e4,3404.8,12.406,0.06,186.66,145.771,3.126,0.533,2.211e7,0,87.617,0.473,0.473,0.315,0.052,0.107,0.011,0.034,1.815e-4,0,0,0,0,-2.197e-5,0.022,13.081,134.391,87.386,-0.011,2.084,15.616,692.787,340.762,0.05,0.218
10.363,2087.584,180.689,-13.096,180.787,13.096,55.699,0.019,55.699,0.019,5.939,0.044,32.32,106.764,9.785,0.138,1.386e-6,-0.498,0.012,2.627e4,3404.8,12.406,0.06,186.502,145.771,3.114,0.531,2.202e7,0,86.887,0.473,0.473,0.315,0.052,0.107,0.019,0.059,-4.542e-4,0,0,0,0,-8.95e-6,0.022,13.081,134.391,87.353,-0.009,1.975,15.531,692.044,340.711,0.05,0.219
10.413,2096.602,180.035,-13.069,180.133,13.069,55.995,0.019,55.995,0.019,5.937,0.049,32.32,106.764,9.785,0.133,2.719e-6,-0.18,0.008,2.627e4,3404.8,12.406,0.06,186.503,145.771,3.114,0.529,2.193e7,0,86.166,0.473,0.473,0.315,0.052,0.106,0.018,0.056,-9.102e-5,0,0,0,0,-1.174e-6,0.022,13.081,134.391,87.337,-0.003,2.02,15.447,691.304,340.66,0.05,0.22
10.463,2105.587,179.382,-13.04,179.48,13.04,56.292,0.019,56.292,0.019,5.934,0.072,32.32,106.764,9.785,0.109,2.606e-6,0.093,0.01,2.627e4,3404.8,12.406,0.06,186.55,145.771,3.117,0.527,2.184e7,0,85.449,0.473,0.473,0.315,0.052,0.106,0.015,0.046,-3.524e-5,0,0,0,0,3.181e-7,0.022,13.081,134.391,87.335,0.007,2.076,15.363,690.567,340.609,0.05,0.22
10.513,2114.54,178.731,-13.013,178.829,13.013,56.589,0.019,56.589,0.02,5.93,0.077,32.32,106.764,9.785,0.102,2.442e-6,0.339,0.008,2.627e4,3404.8,12.406,0.06,186.556,145.771,3.118,0.525,2.174e7,0,84.734,0.473,0.473,0.315,0.052,0.106,0.014,0.044,-6.785e-5,0,0,0,0,4.226e-6,0.022,13.081,134.391,87.346,0.019,2.037,15.28,689.832,340.558,0.05,0.221
10.563,2123.46,178.081,-12.984,178.18,12.984,56.885,0.019,56.885,0.02,5.926,0.113,32.32,106.764,9.785,0.061,3.458e-6,0.56,0.015,2.627e4,3404.8,12.406,0.06,186.647,145.771,3.125,0.524,2.165e7,0,84.027,0.473,0.473,0.315,0.051,0.106,0.008,0.026,3.186e-4,0,0,0,0,1.164e-5,0.022,13.081,134.391,87.369,0.032,2.07,15.197,689.1,340.508,0.05,0.222
10.613,2132.348,177.433,-12.954,177.531,12.955,57.181,0.02,57.181,0.02,5.918,0.199,32.32,106.764,9.785,0.036,3.603e-6,-0.548,-0.002,2.627e4,3404.8,12.406,0.06,186.697,145.771,3.129,0.522,2.156e7,0,83.333,0.473,0.473,0.315,0.051,0.106,0.005,0.015,-3.933e-4,0,0,0,0,-1.125e-5,0.022,13.081,134.391,87.397,0.045,2.263,15.114,688.371,340.458,0.05,0.223
10.663,2141.204,176.786,-12.926,176.884,12.928,57.477,0.02,57.477,0.02,5.907,0.215,32.32,106.764,9.785,0.057,2.437e-6,-0.443,0.003,2.627e4,3404.8,12.406,0.06,186.632,145.771,3.124,0.52,2.147e7,0,82.635,0.472,0.472,0.315,0.051,0.106,0.008,0.024,-2.565e-4,0,0,0,0,-7.4e-6,0.022,13.081,134.391,87.422,0.054,2.229,15.031,687.644,340.408,0.05,0.224
10.713,2150.027,176.14,-12.9,176.239,12.902,57.772,0.02,57.772,0.02,5.897,0.212,32.32,106.764,9.785,0.057,2.569e-6,-0.321,0.005,2.627e4,3404.8,12.406,0.06,186.622,145.771,3.123,0.518,2.138e7,0,81.94,0.472,0.472,0.315,0.051,0.105,0.008,0.024,-4.398e-4,0,0,0,0,-3.905e-6,0.022,13.081,134.391,87.442,0.06,2.149,14.949,686.92,340.358,0.05,0.225
10.763,2158.818,175.496,-12.874,175.594,12.875,58.067,0.02,58.067,0.02,5.886,0.207,32.32,106.764,9.785,0.054,2.571e-6,-0.196,0.005,2.627e4,3404.8,12.406,0.06,186.617,145.771,3.123,0.516,2.129e7,0,81.25,0.472,0.472,0.315,0.051,0.105,0.007,0.023,-4.969e-4,0,0,0,0,-1.463e-6,0.022,13.081,134.391,87.454,0.061,2.082,14.867,686.199,340.308,0.05,0.226
10.813,2167.576,174.853,-12.848,174.951,12.849,58.361,0.02,58.361,0.02,5.876,0.206,32.32,106.764,9.785,0.055,2.482e-6,-0.082,0.007,2.627e4,3404.8,12.406,0.06,186.603,145.771,3.121,0.514,2.12e7,0,80.567,0.472,0.472,0.315,0.051,0.105,0.008,0.024,3.026e-4,0,0,0,0,-2.613e-7,0.022,13.081,134.391,87.461,0.057,2.047,14.785,685.48,340.259,0.05,0.227
10.863,2176.303,174.211,-12.822,174.31,12.823,58.654,0.021,58.654,0.02,5.865,0.214,32.32,106.764,9.785,0.066,2.431e-6,0.057,0.007,2.627e4,3404.8,12.406,0.06,186.565,145.771,3.119,0.513,2.111e7,0,79.891,0.472,0.472,0.316,0.051,0.105,0.009,0.028,4.608e-4,0,0,0,0,1.254e-7,0.021,13.081,134.391,87.462,0.051,2.059,14.704,684.764,340.209,0.05,0.227
10.913,2184.998,173.57,-12.796,173.669,12.798,58.947,0.021,58.947,0.02,5.855,0.21,32.32,106.764,9.785,0.063,2.559e-6,0.201,0.007,2.627e4,3404.8,12.406,0.06,186.563,145.771,3.118,0.511,2.103e7,0,79.219,0.472,0.472,0.316,0.051,0.105,0.009,0.027,-3.147e-4,0,0,0,0,1.586e-6,0.021,13.081,134.391,87.455,0.042,2.049,14.623,684.051,340.16,0.05,0.228
10.963,2193.66,172.931,-12.772,173.03,12.773,59.24,0.021,59.24,0.02,5.845,0.186,32.32,106.764,9.785,0.036,2.7e-6,0.307,0.009,2.627e4,3404.8,12.406,0.06,186.618,145.771,3.123,0.509,2.094e7,0,78.55,0.471,0.471,0.316,0.051,0.105,0.005,0.015,-3.505e-4,0,0,0,0,3.722e-6,0.021,13.081,134.391,87.442,0.032,1.989,14.542,683.34,340.111,0.05,0.229
11.013,2202.291,172.293,-12.748,172.392,12.749,59.532,0.021,59.532,0.02,5.836,0.149,32.32,106.764,9.785,0.006,2.475e-6,-0.345,0.015,2.627e4,3404.8,12.406,0.06,186.684,145.771,3.128,0.507,2.085e7,0,77.884,0.471,0.471,0.316,0.051,0.104,7.973e-4,0.002,-2.931e-4,0,0,0,0,-4.733e-6,0.021,13.081,134.391,87.426,0.022,1.891,14.461,682.631,340.063,0.05,0.229
11.063,2210.889,171.656,-12.724,171.755,12.725,59.823,0.021,59.823,0.021,5.83,0.109,32.32,106.764,9.785,0.053,2.006e-6,-0.278,-8.566e-4,2.627e4,3404.8,12.406,0.06,186.555,145.771,3.118,0.505,2.076e7,0,77.223,0.471,0.471,0.316,0.051,0.104,0.007,0.022,4.392e-4,0,0,0,0,-3.09e-6,0.021,13.081,134.391,87.41,0.013,1.775,14.381,681.926,340.014,0.05,0.231
11.113,2219.456,171.021,-12.7,171.12,12.701,60.115,0.022,60.115,0.021,5.825,0.095,32.32,106.764,9.785,0.069,2.602e-6,-0.133,-0.005,2.627e4,3404.8,12.406,0.06,186.504,145.771,3.114,0.504,2.067e7,0,76.569,0.471,0.471,0.316,0.051,0.104,0.009,0.029,1.672e-4,0,0,0,0,-7.123e-7,0.021,13.081,134.391,87.399,0.005,1.735,14.301,681.223,339.966,0.05,0.232
11.163,2227.992,170.386,-12.675,170.486,12.675,60.406,0.022,60.406,0.021,5.82,0.114,32.32,106.764,9.785,0.046,2.467e-6,-0.03,-0.004,2.627e4,3404.8,12.406,0.06,186.552,145.771,3.118,0.502,2.058e7,0,75.924,0.471,0.471,0.316,0.051,0.104,0.006,0.02,-1.977e-4,0,0,0,0,-3.619e-8,0.021,13.081,134.391,87.395,-2.824e-4,1.795,14.222,680.522,339.917,0.05,0.232
11.213,2236.495,169.753,-12.65,169.853,12.651,60.697,0.022,60.697,0.021,5.814,0.118,32.32,106.764,9.785,0.04,2.504e-6,0.067,-0.002,2.627e4,3404.8,12.406,0.06,186.558,145.771,3.118,0.5,2.05e7,0,75.281,0.471,0.471,0.316,0.051,0.104,0.005,0.017,-3.312e-4,0,0,0,0,1.808e-7,0.021,13.081,134.391,87.396,-0.002,1.787,14.142,679.825,339.869,0.05,0.233
11.263,2244.967,169.121,-12.625,169.221,12.625,60.987,0.022,60.987,0.021,5.808,0.141,32.32,106.764,9.785,0.011,2.501e-6,0.121,-0.014,2.627e4,3404.8,12.406,0.06,186.619,145.771,3.123,0.498,2.041e7,0,74.645,0.471,0.471,0.316,0.051,0.104,0.002,0.004,1.758e-4,0,0,0,0,5.995e-7,0.021,13.081,134.391,87.401,-0.001,1.836,14.063,679.129,339.821,0.05,0.234
11.313,2253.407,168.491,-12.599,168.591,12.6,61.277,0.023,61.277,0.021,5.8,0.174,32.32,106.764,9.785,0.032,2.413e-6,-0.093,-0.01,2.627e4,3404.8,12.406,0.06,186.557,145.771,3.118,0.496,2.032e7,0,74.016,0.47,0.47,0.316,0.051,0.104,0.004,0.014,4.661e-4,0,0,0,0,-3.612e-7,0.021,13.081,134.391,87.407,0.003,1.926,13.985,678.437,339.774,0.05,0.234
11.363,2261.816,167.862,-12.575,167.961,12.576,61.567,0.023,61.567,0.021,5.79,0.187,32.32,106.764,9.785,0.05,2.441e-6,1.797e-4,-0.009,2.627e4,3404.8,12.406,0.06,186.502,145.771,3.114,0.495,2.024e7,0,73.389,0.47,0.47,0.316,0.051,0.103,0.007,0.021,4.228e-4,0,0,0,0,0,0.021,13.081,134.391,87.41,0.01,1.952,13.906,677.747,339.726,0.05,0.235
11.413,2270.193,167.233,-12.551,167.333,12.552,61.856,0.023,61.856,0.021,5.781,0.175,32.32,106.764,9.785,0.037,2.445e-6,0.066,-0.01,2.627e4,3404.8,12.406,0.06,186.525,145.771,3.115,0.493,2.015e7,0,72.763,0.47,0.47,0.316,0.051,0.103,0.005,0.015,-3.38e-4,0,0,0,0,1.814e-7,0.021,13.081,134.391,87.408,0.02,1.897,13.828,677.059,339.679,0.05,0.235
11.463,2278.539,166.606,-12.527,166.706,12.528,62.145,0.023,62.145,0.021,5.772,0.192,32.32,106.764,9.784,0.059,2.577e-6,0.168,-0.009,2.627e4,3404.8,12.406,0.06,186.461,145.771,3.111,0.491,2.007e7,0,72.146,0.47,0.47,0.316,0.051,0.103,0.008,0.025,3.896e-4,0,0,0,0,1.203e-6,0.021,13.081,134.391,87.402,0.03,1.96,13.75,676.374,339.632,0.05,0.236
11.513,2286.854,165.981,-12.504,166.081,12.505,62.434,0.023,62.434,0.021,5.762,0.192,32.32,106.764,9.784,0.061,1.937e-6,0.299,-0.013,2.627e4,3404.8,12.406,0.06,186.446,145.771,3.109,0.489,1.998e7,0,71.532,0.47,0.47,0.316,0.051,0.103,0.008,0.025,2.526e-4,0,0,0,0,3.815e-6,0.02,13.081,134.391,87.39,0.041,1.979,13.673,675.692,339.585,0.05,0.237
11.563,2295.138,165.356,-12.481,165.456,12.482,62.722,0.024,62.722,0.022,5.754,0.165,32.32,106.764,9.784,0.027,2.738e-6,0.368,-0.021,2.627e4,3404.8,12.406,0.06,186.521,145.771,3.115,0.488,1.989e7,0,70.918,0.47,0.47,0.316,0.051,0.103,0.004,0.012,-4.377e-4,0,0,0,0,5.837e-6,0.02,13.081,134.391,87.374,0.051,1.909,13.596,675.012,339.538,0.05,0.238
11.613,2303.39,164.733,-12.459,164.833,12.46,63.009,0.024,63.009,0.022,5.746,0.158,32.32,106.764,9.784,0.019,2.563e-6,0.408,-0.038,2.627e4,3404.8,12.406,0.06,186.532,145.771,3.116,0.486,1.981e7,0,70.313,0.47,0.47,0.316,0.05,0.103,0.003,0.008,-4.805e-4,0,0,0,0,7.211e-6,0.02,13.081,134.391,87.354,0.06,1.921,13.519,674.335,339.491,0.05,0.239
11.663,2311.611,164.11,-12.436,164.211,12.437,63.296,0.024,63.296,0.022,5.738,0.152,32.32,106.764,9.784,0.011,1.878e-6,0.447,-0.073,2.627e4,3404.8,12.406,0.06,186.543,145.771,3.117,0.484,1.972e7,0,69.712,0.469,0.469,0.316,0.05,0.102,0.001,0.005,3.198e-4,0,0,0,0,8.729e-6,0.02,13.081,134.391,87.332,0.067,1.94,13.442,673.662,339.445,0.05,0.24
11.713,2319.801,163.489,-12.415,163.589,12.415,63.583,0.024,63.583,0.022,5.731,0.121,32.32,106.764,9.784,0.029,2.608e-6,-0.425,-0.024,2.627e4,3404.8,12.406,0.06,186.486,145.771,3.113,0.482,1.964e7,0,69.115,0.469,0.469,0.317,0.05,0.102,0.004,0.013,2.688e-4,0,0,0,0,-7.94e-6,0.02,13.081,134.391,87.31,0.071,1.866,13.366,673.018,339.398,0.05,0.241
