# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.22,1.186,13.537,79.928,13.537,79.928,0,0,0,0,0,0,32.32,106.764,9.791,8.68,0,0,0,3.069e4,7828.658,15.114,0.065,NaN,157.477,NaN,0.039,1.87e6,2754.138,0.658,0.459,0.531,0.333,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,13.081,134.391,90,0,2.067,33.897,867.298,351.841,0.01,0.025
0.23,1.325,14.339,80.215,14.339,80.215,0,0,0,0,0,0,32.32,106.764,9.791,8.133,0,0,0,3.068e4,7815.439,15.107,0.065,NaN,157.447,NaN,0.041,1.978e6,2761.828,0.721,0.456,0.52,0.33,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,13.081,134.391,90,0,2.049,33.897,867.29,351.84,0.01,0.026
0.24,1.473,15.144,80.502,15.144,80.502,0,0,0,0,0,0,32.32,106.764,9.791,7.64,0,0,0,3.066e4,7802.22,15.1,0.065,NaN,157.417,NaN,0.043,2.086e6,2769.518,0.788,0.453,0.51,0.326,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,13.081,134.391,90,0,2.031,33.896,867.281,351.84,0.01,0.027
0.25,1.628,15.951,80.789,15.951,80.789,0,0,0,0,0,0,32.32,106.764,9.791,7.195,0,0,0,3.065e4,7788.959,15.093,0.065,NaN,157.387,NaN,0.046,2.195e6,2777.182,0.859,0.45,0.502,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,13.081,134.391,90,0,2.014,33.895,867.271,351.839,0.01,0.029
0.26,1.792,16.761,80.976,16.761,80.976,0,0,0,0,0,0,32.32,106.764,9.791,6.778,0,0,0,3.064e4,7775.329,15.086,0.065,NaN,157.356,NaN,0.048,2.305e6,2781.738,0.937,0.45,0.498,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,13.081,134.391,90,0,1.992,33.894,867.262,351.839,0.01,0.03
0.27,1.963,17.572,81.093,17.572,81.093,0,0,0,0,0,0,32.32,106.764,9.791,6.399,0,0,0,3.062e4,7761.699,15.078,0.065,NaN,157.325,NaN,0.05,2.414e6,2784.16,1.02,0.45,0.493,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,13.081,134.391,90,0,1.971,33.893,867.251,351.838,0.01,0.031
0.28,2.143,18.384,81.209,18.384,81.209,0,0,0,0,0,0,32.32,106.764,9.791,6.052,0,0,0,3.061e4,7748.069,15.071,0.065,NaN,157.294,NaN,0.053,2.524e6,2786.582,1.106,0.45,0.49,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,13.081,134.391,90,0,1.949,33.892,867.241,351.837,0.01,0.031
0.29,2.331,19.197,81.326,19.197,81.326,0,0,0,0,0,0,32.32,106.764,9.791,5.733,0,0,0,3.06e4,7734.439,15.064,0.065,NaN,157.263,NaN,0.055,2.634e6,2789.004,1.196,0.45,0.486,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,13.081,134.391,90,0,1.927,33.891,867.229,351.837,0.01,0.032
0.3,2.527,20.011,81.443,20.011,81.443,0,0,0,0,0,0,32.32,106.764,9.791,5.44,0,0,0,3.058e4,7720.809,15.056,0.065,NaN,157.232,NaN,0.057,2.744e6,2791.426,1.291,0.45,0.483,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,13.081,134.391,90,0,1.906,33.89,867.218,351.836,0.01,0.033
0.31,2.731,20.826,81.559,20.826,81.559,0,0,0,0,0,0,32.32,106.764,9.791,5.232,0,0,0,3.057e4,7707.179,15.049,0.065,NaN,157.201,NaN,0.059,2.855e6,2793.848,1.391,0.45,0.481,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,13.081,134.391,90,0,1.907,33.888,867.205,351.835,0.01,0.034
0.32,2.944,21.643,81.676,21.643,81.676,0,0,0,0,0,0,32.32,106.764,9.791,5.038,0,0,0,3.055e4,7693.548,15.042,0.065,NaN,157.17,NaN,0.062,2.966e6,2796.27,1.495,0.45,0.479,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,13.081,134.391,90,0,1.908,33.887,867.193,351.835,0.01,0.035
0.33,3.164,22.461,81.793,22.461,81.793,0,0,0,0,0,0,32.32,106.764,9.791,4.858,0,0,0,3.054e4,7679.918,15.035,0.065,NaN,157.139,NaN,0.064,3.078e6,2798.692,1.603,0.45,0.477,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,13.081,134.391,90,0,1.909,33.886,867.179,351.834,0.01,0.036
0.34,3.393,23.28,81.909,23.28,81.909,0,0,0,0,0,0,32.32,106.764,9.791,4.691,0,0,0,3.053e4,7666.288,15.027,0.065,NaN,157.107,NaN,0.066,3.189e6,2801.115,1.716,0.45,0.476,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,13.081,134.391,90,0,1.91,33.885,867.166,351.833,0.01,0.037
0.35,3.63,24.1,82.026,24.1,82.026,0,0,0,0,0,0,32.32,106.764,9.791,4.535,0,0,0,3.051e4,7652.658,15.02,0.065,NaN,157.076,NaN,0.069,3.301e6,2803.537,1.832,0.451,0.474,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,13.081,134.391,90,0,1.911,33.883,867.152,351.832,0.01,0.038
0.36,3.875,24.921,82.142,24.921,82.142,0,0,0,0,0,0,32.32,106.764,9.791,4.409,0,0,0,3.05e4,7639.028,15.013,0.065,NaN,157.045,NaN,0.071,3.412e6,2805.959,1.954,0.451,0.473,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,13.081,134.391,90,0,1.922,33.882,867.137,351.831,0.01,0.038
0.37,4.128,25.743,82.259,25.743,82.259,0,0,0,0,0,0,32.32,106.764,9.791,4.292,0,0,0,3.049e4,7625.398,15.005,0.065,NaN,157.014,NaN,0.073,3.524e6,2808.381,2.08,0.451,0.472,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,13.081,134.391,90,0,1.932,33.88,867.122,351.83,0.01,0.039
0.38,4.39,26.567,82.375,26.567,82.375,0,0,0,0,0,0,32.32,106.764,9.791,4.181,0,0,0,3.047e4,7611.768,14.998,0.065,NaN,156.982,NaN,0.076,3.637e6,2810.803,2.21,0.451,0.471,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,13.081,134.391,90,0,1.942,33.879,867.106,351.829,0.01,0.054
0.39,4.66,27.392,82.491,27.392,82.491,0,0,0,0,0,0,32.32,106.764,9.791,4.077,0,0,0,3.046e4,7598.137,14.991,0.065,NaN,156.951,NaN,0.078,3.749e6,2813.225,2.344,0.451,0.47,0.324,0.044,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,13.081,134.391,90,0,1.953,33.877,867.09,351.829,0.01,0.055
0.4,4.938,28.218,82.608,28.218,82.608,0,0,0,0,0,0,32.32,106.764,9.791,3.979,0,0,0,3.045e4,7584.507,14.983,0.065,NaN,156.92,NaN,0.08,3.862e6,2815.647,2.483,0.451,0.469,0.324,0.045,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,13.081,134.391,90,0,1.963,33.876,867.073,351.828,0.01,0.056
0.41,5.224,29.045,82.724,29.045,82.724,0,0,0,0,0,0,32.32,106.764,9.791,3.871,0,0,0,3.043e4,7570.877,14.976,0.065,NaN,156.888,NaN,0.083,3.974e6,2818.069,2.625,0.451,0.469,0.324,0.045,0.082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,13.081,134.391,90,0,1.965,33.874,867.056,351.827,0.01,0.057
0.425,5.669,30.287,82.869,30.287,82.869,-1.356e-5,0,1.356e-5,-180,0.002,0.123,32.32,106.764,9.791,3.716,0,0.043,7.951e-6,3.041e4,7550.294,14.965,0.065,177.767,156.841,1.6,0.086,4.143e6,2820.803,2.846,0.451,0.467,0.324,0.045,0.082,0.598,0.957,4.403e-4,0,0,0,0,2.336e-6,0.004,13.081,134.391,90,-0.013,1.969,33.871,867.029,351.825,0.015,0.057
0.448,6.371,32.155,83.039,32.155,83.039,-8.597e-5,0,8.597e-5,-180,0.005,0.127,32.32,106.764,9.791,3.504,0,0.111,2.626e-5,3.038e4,7519.283,14.948,0.065,178.127,156.769,1.633,0.092,4.398e6,2823.434,3.195,0.451,0.466,0.324,0.045,0.082,0.558,0.912,6.583e-5,0,0,0,0,1.395e-5,0.004,13.081,134.391,89.998,-0.007,1.975,33.867,866.987,351.822,0.023,0.058
0.481,7.504,34.963,83.286,34.963,83.286,-3.147e-4,0,3.147e-4,-180,0.009,0.126,32.32,106.764,9.791,3.192,0,0.222,6.304e-5,3.033e4,7472.766,14.923,0.064,178.673,156.662,1.683,0.1,4.78e6,2827.186,3.757,0.451,0.463,0.324,0.045,0.083,0.501,0.843,-2.26e-5,0,0,0,0,4.73e-5,0.004,13.081,134.391,89.992,-0.01,1.963,33.861,866.92,351.818,0.034,0.059
0.531,9.357,39.141,83.652,39.141,83.652,-9.135e-4,-1.029e-8,9.135e-4,-179.999,0.015,0.113,32.32,106.764,9.791,2.819,0,0.404,2.204e-5,3.027e4,7403.852,14.886,0.064,179.35,156.502,1.747,0.111,5.349e6,2832.772,4.68,0.451,0.461,0.324,0.045,0.083,0.434,0.759,-4.173e-4,0,0,0,0,1.254e-4,0.005,13.081,134.391,89.977,-0.009,1.958,33.85,866.809,351.812,0.05,0.06
0.581,11.418,43.339,84.052,43.339,84.052,-0.002,-3.832e-8,0.002,-179.999,0.02,0.085,32.32,106.764,9.791,2.546,0,0.61,6.123e-5,3.02e4,7334.938,14.848,0.064,179.869,156.341,1.799,0.123,5.921e6,2839.442,5.716,0.451,0.46,0.324,0.045,0.083,0.387,0.696,3.879e-4,0,0,0,0,2.329e-4,0.005,13.081,134.391,89.952,-0.008,1.983,33.838,866.685,351.805,0.05,0.06
0.631,13.691,47.553,84.37,47.553,84.37,-0.003,-9.703e-8,0.003,-179.998,0.023,0.036,32.32,106.764,9.791,2.276,0,0.84,2.959e-5,3.013e4,7265.707,14.81,0.064,180.397,156.178,1.851,0.135,6.495e6,2843.665,6.859,0.452,0.458,0.323,0.045,0.083,0.341,0.631,2.385e-4,0,0,0,0,3.677e-4,0.006,13.081,134.391,89.915,-0.005,1.984,33.825,866.549,351.797,0.05,0.061
0.681,16.174,51.779,84.593,51.779,84.593,-0.004,-1.927e-7,0.004,-179.997,0.023,0.038,32.32,106.764,9.791,1.996,0,1.087,1.709e-4,3.006e4,7196.464,14.772,0.064,180.963,156.015,1.907,0.147,7.071e6,2845.083,8.108,0.452,0.457,0.323,0.045,0.084,0.295,0.562,-4.184e-4,0,0,0,0,5.19e-4,0.006,13.081,134.391,89.867,-0.005,1.948,33.81,866.4,351.788,0.05,0.062
0.731,18.869,56.015,84.813,56.015,84.813,-0.005,-3.409e-7,0.005,-179.996,0.019,0.142,32.32,106.764,9.791,1.696,0,1.343,-3.03e-5,2.999e4,7127.221,14.734,0.064,181.588,155.851,1.967,0.159,7.648e6,2846.498,9.462,0.452,0.456,0.323,0.045,0.084,0.247,0.485,-1.227e-4,0,0,0,0,6.776e-4,0.007,13.081,134.391,89.807,-0.004,1.867,33.795,866.239,351.779,0.05,0.062
0.781,21.776,60.262,85.027,60.262,85.028,-0.006,-5.518e-7,0.006,-179.995,0.009,0.261,32.32,106.764,9.791,1.499,0,1.599,2.981e-4,2.992e4,7057.918,14.695,0.064,182.02,155.687,2.013,0.171,8.226e6,2847.844,10.937,0.453,0.456,0.323,0.045,0.084,0.216,0.433,-4.598e-4,0,0,0,0,8.294e-4,0.007,13.081,134.391,89.733,-0.003,1.866,33.778,866.065,351.768,0.05,0.063
0.831,24.895,64.519,85.229,64.519,85.23,-0.006,-8.312e-7,0.006,-179.992,0.008,0.4,32.32,106.764,9.791,1.358,0,1.873,-4.637e-5,2.985e4,6988.575,14.657,0.064,182.341,155.521,2.05,0.184,8.806e6,2848.906,12.53,0.453,0.455,0.323,0.045,0.085,0.194,0.397,3.724e-5,0,0,0,0,9.937e-4,0.008,13.081,134.391,89.646,-0.003,1.92,33.76,865.878,351.757,0.05,0.063
0.881,28.228,68.787,85.427,68.787,85.429,-0.005,-1.193e-6,0.005,-179.986,0.032,0.583,32.32,106.764,9.791,1.108,0,2.152,-2.096e-4,2.978e4,6919.233,14.618,0.064,182.905,155.355,2.106,0.196,9.387e6,2849.939,14.224,0.453,0.455,0.323,0.045,0.085,0.156,0.328,2.363e-5,0,0,0,0,0.001,0.008,13.081,134.391,89.546,-0.002,1.844,33.74,865.678,351.746,0.05,0.064
0.931,31.774,73.064,85.622,73.064,85.625,-0.003,-1.61e-6,0.003,-179.963,0.066,0.787,32.32,106.764,9.791,0.903,0,2.397,-5.186e-4,2.971e4,6849.867,14.579,0.064,183.386,155.187,2.156,0.208,9.969e6,2850.973,16.039,0.454,0.455,0.323,0.045,0.086,0.126,0.27,-3.567e-4,0,0,0,0,0.001,0.009,13.081,134.391,89.432,5.447e-5,1.81,33.72,865.466,351.733,0.05,0.065
0.981,35.534,77.35,85.813,77.351,85.819,0.002,-2.011e-6,0.002,-0.062,0.111,0.999,32.32,106.764,9.791,0.811,3.195e-7,2.643,-3.342e-4,2.964e4,6780.44,14.54,0.064,183.623,155.019,2.187,0.22,1.055e7,2852.027,17.982,0.454,0.455,0.322,0.046,0.086,0.113,0.245,3.744e-4,0,0,0,0,0.001,0.01,13.081,134.391,89.306,0.001,1.921,33.698,865.241,351.72,0.05,0.065
1.031,39.509,81.647,86.001,81.647,86.01,0.009,-2.304e-6,0.009,-0.015,0.167,1.231,32.32,106.764,9.791,0.733,4.167e-7,2.898,-4.356e-4,2.957e4,6711.012,14.5,0.064,183.83,154.85,2.215,0.232,1.114e7,2853.087,20.045,0.455,0.455,0.322,0.046,0.086,0.101,0.223,4.805e-5,0,0,0,0,0.001,0.01,13.081,134.391,89.167,0.002,2.065,33.675,865.003,351.706,0.05,0.066
1.081,43.699,85.952,86.185,85.953,86.198,0.019,-2.394e-6,0.019,-0.007,0.235,1.507,32.32,106.764,9.791,0.575,5.368e-7,3.144,-1.815e-4,2.95e4,6641.585,14.461,0.063,184.227,154.681,2.259,0.244,1.172e7,2854.148,22.219,0.455,0.455,0.322,0.046,0.087,0.079,0.176,-8.064e-5,0,0,0,0,0.002,0.011,13.081,134.391,89.016,0.003,2.104,33.651,864.752,351.691,0.05,0.067
1.131,48.105,90.268,86.38,90.268,86.399,0.032,-2.216e-6,0.032,-0.004,0.318,1.819,32.32,106.764,9.791,0.375,0,3.337,-1.938e-4,2.943e4,6572.037,14.421,0.063,184.732,154.51,2.31,0.257,1.231e7,2855.659,24.513,0.456,0.456,0.322,0.046,0.088,0.051,0.116,-8.024e-5,0,0,0,0,0.002,0.011,13.081,134.391,88.854,0.002,2.079,33.625,864.488,351.676,0.05,0.067
1.181,52.726,94.594,86.589,94.595,86.615,0.051,-1.758e-6,0.051,-0.002,0.417,2.152,32.32,106.764,9.791,0.188,0,3.461,-3.905e-4,2.936e4,6502.482,14.381,0.063,185.22,154.338,2.361,0.269,1.29e7,2857.727,26.935,0.456,0.456,0.322,0.046,0.088,0.025,0.057,4.693e-4,0,0,0,0,0.002,0.012,13.081,134.391,88.684,0.002,2.066,33.598,864.211,351.659,0.05,0.068
1.231,57.564,98.93,86.793,98.931,86.829,0.074,-1.027e-6,0.074,-7.901e-4,0.534,2.503,32.32,106.764,9.791,0.007,3.864e-7,-3.508,-0.021,2.929e4,6432.927,14.341,0.063,185.704,154.166,2.411,0.281,1.349e7,2859.797,29.486,0.457,0.457,0.321,0.046,0.089,9.518e-4,0.004,4.783e-4,0,0,0,0,-0.001,0.012,13.081,134.391,88.509,0.002,2.028,33.57,863.921,351.642,0.05,0.069
1.281,62.619,103.275,86.973,103.278,87.02,0.104,1.632e-8,0.104,8.951e-6,0.668,2.86,32.32,106.764,9.791,0.186,-1.251e-6,-3.445,2.31e-4,2.922e4,6363.348,14.301,0.063,185.299,153.992,2.393,0.294,1.408e7,2861.328,32.17,0.457,0.457,0.321,0.047,0.089,0.025,0.061,4.163e-4,0,0,0,0,-0.001,0.013,13.081,134.391,88.335,0.002,1.998,33.541,863.619,351.625,0.05,0.069
1.331,67.892,107.626,87.07,107.629,87.129,0.142,1.415e-6,0.142,5.728e-4,0.819,3.185,32.32,106.764,9.791,0.275,-1.078e-6,-3.287,-2.882e-4,2.916e4,6293.752,14.26,0.063,185.121,153.818,2.393,0.306,1.467e7,2860.527,34.982,0.458,0.458,0.321,0.047,0.09,0.037,0.09,-4.213e-4,0,0,0,0,-0.001,0.013,13.081,134.391,88.166,0.001,2.108,33.51,863.303,351.606,0.05,0.07
