# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
9.545,1370.545,136.413,-12.28,136.558,12.284,48.078,0.015,48.078,0.018,6.272,0.319,28.61,-80.6,9.788,0.228,6.155e-7,-0.475,-4.81E-04,2.469e4,2885.12,20.06,0.058,88.054,68.649,3.79,0.408,2.663e7,0,61.831,0.465,0.465,0.367,0.012,0.086,0.029,0.111,4.115e-5,0,0,0,0,-2.97E-05,0.017,5.12,132.83,86.728,0.023,2.073,6.091,859.33,334.99,0.05,0.363
9.595,1377.351,135.8,-12.255,135.944,12.259,48.391,0.015,48.391,0.018,6.256,0.329,28.61,-80.6,9.788,0.248,8.083e-7,-0.188,-1.77E-04,2.469e4,2885.12,20.06,0.058,88.02,68.649,3.784,0.406,2.65e7,0,61.223,0.465,0.465,0.367,0.012,0.086,0.032,0.121,6.426e-5,0,0,0,0,-4.70E-06,0.017,5.12,132.83,86.745,0.024,2.058,6.047,858.606,334.964,0.05,0.364
9.645,1384.125,135.188,-12.229,135.332,12.234,48.703,0.015,48.703,0.018,6.238,0.364,28.61,-80.6,9.788,0.304,9.466e-7,0.138,-0.002,2.469e4,2885.12,20.06,0.058,87.93,68.649,3.766,0.404,2.637e7,0,60.63,0.465,0.465,0.367,0.012,0.086,0.039,0.148,1.901e-4,0,0,0,0,2.554e-6,0.017,5.12,132.83,86.746,0.025,2.168,6.003,857.886,334.937,0.05,0.365
9.695,1390.87,134.577,-12.205,134.721,12.21,49.015,0.015,49.015,0.018,6.22,0.346,28.61,-80.599,9.788,0.281,8.993e-7,0.488,-0.001,2.469e4,2885.12,20.06,0.058,87.961,68.649,3.772,0.403,2.623e7,0,60.027,0.465,0.465,0.367,0.012,0.086,0.036,0.137,4.527e-4,0,0,0,0,3.222e-5,0.017,5.12,132.83,86.73,0.026,2.131,5.959,857.168,334.91,0.05,0.366
9.745,1397.583,133.968,-12.181,134.111,12.186,49.326,0.016,49.326,0.018,6.203,0.342,28.61,-80.599,9.788,0.278,1.214e-6,0.812,-5.76E-04,2.469e4,2885.12,20.06,0.058,87.962,68.649,3.772,0.401,2.61e7,0,59.434,0.464,0.465,0.367,0.012,0.086,0.036,0.135,-4.68E-04,0,0,0,0,9.008e-5,0.017,5.12,132.83,86.698,0.026,2.179,5.916,856.454,334.884,0.05,0.367
9.795,1404.266,133.359,-12.158,133.502,12.162,49.635,0.016,49.635,0.018,6.186,0.33,28.61,-80.599,9.788,0.263,8.142e-7,1.126,-0.002,2.469e4,2885.12,20.06,0.058,87.981,68.649,3.776,0.399,2.597e7,0,58.846,0.464,0.464,0.367,0.012,0.086,0.034,0.127,8.009e-5,0,0,0,0,1.746e-4,0.017,5.12,132.83,86.649,0.027,2.235,5.872,855.743,334.857,0.05,0.368
9.845,1410.919,132.752,-12.136,132.895,12.139,49.944,0.016,49.944,0.018,6.171,0.291,28.61,-80.599,9.788,0.205,6.233e-7,1.394,-0.003,2.469e4,2885.12,20.06,0.058,88.065,68.649,3.792,0.397,2.584e7,0,58.256,0.464,0.464,0.367,0.011,0.086,0.026,0.1,-2.62E-04,0,0,0,0,2.703e-4,0.017,5.12,132.83,86.586,0.028,2.227,5.829,855.036,334.831,0.05,0.369
9.895,1417.541,132.145,-12.115,132.289,12.117,50.252,0.016,50.252,0.018,6.157,0.249,28.61,-80.599,9.788,0.14,7.052e-7,1.589,-0.004,2.469e4,2885.12,20.06,0.058,88.162,68.649,3.811,0.395,2.57e7,0,57.672,0.464,0.464,0.367,0.011,0.086,0.018,0.068,1.528e-4,0,0,0,0,3.541e-4,0.017,5.12,132.83,86.511,0.029,2.225,5.786,854.331,334.805,0.05,0.37
9.945,1424.134,131.54,-12.095,131.684,12.096,50.56,0.016,50.56,0.018,6.146,0.188,28.61,-80.599,9.788,0.042,7.897e-7,1.692,-0.011,2.469e4,2885.12,20.06,0.058,88.313,68.649,3.841,0.394,2.557e7,0,57.089,0.464,0.464,0.367,0.011,0.086,0.005,0.02,-4.29E-04,0,0,0,0,4.056e-4,0.017,5.12,132.83,86.428,0.03,2.161,5.743,853.63,334.779,0.05,0.371
9.995,1430.696,130.936,-12.075,131.08,12.076,50.867,0.016,50.867,0.019,6.138,0.13,28.61,-80.599,9.788,0.052,1.59e-6,-1.685,-0.008,2.469e4,2885.12,20.06,0.058,88.294,68.649,3.837,0.392,2.544e7,0,56.516,0.464,0.464,0.367,0.011,0.085,0.007,0.025,-1.84E-04,0,0,0,0,-4.06E-04,0.017,5.12,132.83,86.343,0.031,2.11,5.7,852.932,334.753,0.05,0.372
10.045,1437.227,130.333,-12.054,130.477,12.054,51.174,0.017,51.174,0.019,6.133,0.104,28.61,-80.599,9.788,0.097,1.231e-6,-1.601,-0.005,2.469e4,2885.12,20.06,0.058,88.218,68.649,3.822,0.39,2.531e7,0,55.953,0.464,0.464,0.367,0.011,0.085,0.012,0.048,-2.85E-04,0,0,0,0,-3.70E-04,0.017,5.12,132.83,86.261,0.031,2.163,5.658,852.237,334.728,0.05,0.372
10.095,1443.729,129.731,-12.035,129.875,12.036,51.48,0.017,51.48,0.019,6.129,0.039,28.61,-80.599,9.788,0.205,3.452e-7,-1.44,-8.83E-04,2.469e4,2885.12,20.06,0.058,88.045,68.649,3.788,0.388,2.518e7,0,55.391,0.464,0.464,0.367,0.011,0.085,0.026,0.1,3.086e-4,0,0,0,0,-3.02E-04,0.017,5.12,132.83,86.184,0.031,2.056,5.616,851.546,334.702,0.05,0.373
10.145,1450.2,129.129,-12.017,129.275,12.017,51.787,0.017,51.787,0.019,6.128,0.012,28.61,-80.599,9.788,0.29,1.364e-6,-1.17,-0.001,2.469e4,2885.12,20.06,0.058,87.911,68.649,3.762,0.387,2.505e7,0,54.836,0.464,0.464,0.367,0.011,0.085,0.037,0.141,3.805e-4,0,0,0,0,-2.01E-04,0.017,5.12,132.83,86.119,0.031,1.976,5.574,850.857,334.677,0.05,0.374
10.195,1456.642,128.529,-11.994,128.675,11.994,52.093,0.017,52.093,0.019,6.129,0.011,28.61,-80.599,9.788,0.292,4.857e-7,-0.855,-5.88E-04,2.469e4,2885.12,20.06,0.058,87.903,68.649,3.761,0.385,2.492e7,0,54.287,0.464,0.464,0.367,0.011,0.085,0.038,0.142,1.542e-4,0,0,0,0,-1.08E-04,0.016,5.12,132.83,86.068,0.031,2.047,5.532,850.172,334.651,0.05,0.375
10.245,1463.053,127.93,-11.974,128.077,11.974,52.4,0.017,52.4,0.019,6.13,0.039,28.61,-80.599,9.788,0.338,1.12e-6,-0.526,-0.002,2.469e4,2885.12,20.06,0.058,87.829,68.649,3.746,0.383,2.479e7,0,53.739,0.463,0.464,0.367,0.011,0.085,0.044,0.164,2.012e-4,0,0,0,0,-4.15E-05,0.016,5.12,132.83,86.033,0.031,1.982,5.49,849.49,334.626,0.05,0.376
10.295,1469.435,127.332,-11.951,127.479,11.951,52.706,0.018,52.706,0.019,6.132,0.02,28.61,-80.599,9.788,0.309,1.146e-6,-0.183,-0.002,2.469e4,2885.12,20.06,0.058,87.869,68.649,3.754,0.381,2.466e7,0,53.195,0.463,0.464,0.367,0.011,0.085,0.04,0.15,-1.14E-04,0,0,0,0,-5.06E-06,0.016,5.12,132.83,86.016,0.029,2.046,5.449,848.811,334.601,0.05,0.376
10.345,1475.786,126.735,-11.928,126.883,11.928,53.013,0.018,53.013,0.019,6.133,0.007,28.61,-80.599,9.788,0.288,1.041e-6,0.122,-0.001,2.469e4,2885.12,20.06,0.058,87.898,68.649,3.76,0.38,2.453e7,0,52.654,0.463,0.463,0.368,0.011,0.085,0.037,0.14,-8.28E-05,0,0,0,0,2.279e-6,0.016,5.12,132.83,86.014,0.028,2.057,5.407,848.136,334.576,0.05,0.377
10.395,1482.108,126.139,-11.904,126.288,11.904,53.319,0.018,53.319,0.019,6.132,0.02,28.61,-80.599,9.788,0.243,1.125e-6,0.396,-0.001,2.469e4,2885.12,20.06,0.058,87.964,68.649,3.772,0.378,2.441e7,0,52.116,0.463,0.463,0.368,0.011,0.085,0.031,0.118,-1.91E-04,0,0,0,0,2.413e-5,0.016,5.12,132.83,86.028,0.027,2.091,5.366,847.463,334.551,0.05,0.378
10.445,1488.4,125.544,-11.878,125.694,11.878,53.626,0.018,53.626,0.02,6.13,0.089,28.61,-80.599,9.788,0.124,6.414e-7,0.585,-0.003,2.469e4,2885.12,20.06,0.058,88.144,68.649,3.808,0.376,2.428e7,0,51.587,0.463,0.463,0.368,0.011,0.084,0.016,0.06,3.388e-4,0,0,0,0,5.319e-5,0.016,5.12,132.83,86.053,0.026,2.261,5.325,846.794,334.526,0.05,0.379
10.495,1494.663,124.951,-11.856,125.101,11.856,53.932,0.018,53.932,0.02,6.125,0.095,28.61,-80.599,9.788,0.11,1.11e-6,0.695,-0.002,2.469e4,2885.12,20.06,0.058,88.163,68.649,3.811,0.374,2.415e7,0,51.055,0.463,0.463,0.368,0.011,0.084,0.014,0.053,2.943e-4,0,0,0,0,7.586e-5,0.016,5.12,132.83,86.085,0.025,2.186,5.285,846.128,334.501,0.05,0.38
10.545,1500.895,124.359,-11.832,124.509,11.833,54.239,0.019,54.239,0.02,6.119,0.122,28.61,-80.599,9.788,0.057,1.541e-6,0.783,-0.005,2.469e4,2885.12,20.06,0.058,88.242,68.649,3.827,0.373,2.403e7,0,50.531,0.463,0.463,0.368,0.011,0.084,0.007,0.028,9.795e-5,0,0,0,0,9.709e-5,0.016,5.12,132.83,86.122,0.024,2.186,5.244,845.469,334.477,0.05,0.381
10.595,1507.099,123.768,-11.811,123.919,11.812,54.544,0.019,54.544,0.02,6.113,0.127,28.61,-80.599,9.788,0.043,8.669e-7,0.829,-0.007,2.469e4,2885.12,20.06,0.058,88.26,68.649,3.83,0.371,2.39e7,0,50.009,0.463,0.463,0.368,0.011,0.084,0.006,0.021,1.1e-4,0,0,0,0,1.099e-4,0.016,5.12,132.83,86.163,0.023,2.095,5.204,844.842,334.452,0.05,0.381
10.645,1513.272,123.178,-11.789,123.329,11.79,54.85,0.019,54.85,0.02,6.106,0.148,28.61,-80.599,9.788,0.002,7.066e-7,0.836,-0.174,2.469e4,2885.12,20.06,0.058,88.323,68.649,3.843,0.369,2.378e7,0,49.494,0.463,0.463,0.368,0.011,0.084,2.246e-4,9.208e-4,-3.16E-04,0,0,0,0,1.127e-4,0.016,5.12,132.83,86.205,0.023,2.061,5.164,844.217,334.428,0.05,0.382
10.695,1519.416,122.589,-11.765,122.74,11.767,55.155,0.019,55.155,0.02,6.098,0.189,28.61,-80.599,9.788,0.079,1.182e-6,-0.817,-0.005,2.469e4,2885.12,20.06,0.058,88.196,68.649,3.818,0.367,2.365e7,0,48.989,0.463,0.463,0.368,0.011,0.084,0.01,0.038,2.896e-4,0,0,0,0,-1.09E-04,0.016,5.12,132.83,86.247,0.023,2.114,5.124,843.595,334.404,0.05,0.383
10.745,1525.531,122.001,-11.742,122.153,11.745,55.46,0.019,55.46,0.02,6.087,0.236,28.61,-80.599,9.788,0.173,6.425e-7,-0.699,-0.002,2.469e4,2885.12,20.06,0.058,88.046,68.649,3.789,0.366,2.353e7,0,48.493,0.463,0.463,0.368,0.011,0.084,0.022,0.083,2.664e-4,0,0,0,0,-8.03E-05,0.016,5.12,132.83,86.285,0.024,2.204,5.084,842.976,334.38,0.05,0.384
10.795,1531.616,121.415,-11.72,121.566,11.723,55.764,0.02,55.764,0.02,6.075,0.271,28.61,-80.599,9.787,0.242,1.099e-6,-0.502,-0.002,2.469e4,2885.12,20.06,0.058,87.935,68.649,3.767,0.364,2.341e7,0,47.999,0.463,0.463,0.368,0.011,0.084,0.031,0.118,3.13e-5,0,0,0,0,-4.18E-05,0.016,5.12,132.83,86.315,0.025,2.26,5.044,842.36,334.356,0.05,0.384
10.845,1537.673,120.829,-11.698,120.981,11.702,56.067,0.02,56.067,0.02,6.06,0.298,28.61,-80.599,9.787,0.297,1.079e-6,-0.25,-0.002,2.469e4,2885.12,20.06,0.058,87.847,68.649,3.75,0.362,2.328e7,0,47.509,0.462,0.463,0.368,0.011,0.084,0.038,0.144,-2.01E-04,0,0,0,0,-1.05E-05,0.015,5.12,132.83,86.334,0.026,2.311,5.005,841.747,334.332,0.05,0.385
10.895,1543.699,120.245,-11.678,120.397,11.682,56.37,0.02,56.37,0.02,6.045,0.297,28.61,-80.599,9.787,0.301,1.033e-6,0.027,-0.001,2.469e4,2885.12,20.06,0.058,87.837,68.649,3.748,0.361,2.316e7,0,47.015,0.462,0.462,0.368,0.011,0.084,0.039,0.146,1.357e-4,0,0,0,0,1.264e-7,0.015,5.12,132.83,86.34,0.027,2.281,4.966,841.137,334.308,0.05,0.386
10.945,1549.697,119.661,-11.66,119.813,11.663,56.672,0.02,56.672,0.021,6.031,0.27,28.61,-80.599,9.787,0.257,1.119e-6,0.283,-7.75E-04,2.469e4,2885.12,20.06,0.058,87.901,68.649,3.76,0.359,2.303e7,0,46.516,0.462,0.462,0.368,0.011,0.083,0.033,0.124,-8.67E-05,0,0,0,0,1.371e-5,0.015,5.12,132.83,86.332,0.028,2.179,4.927,840.53,334.285,0.05,0.387
10.995,1555.666,119.079,-11.64,119.231,11.643,56.973,0.021,56.973,0.021,6.018,0.275,28.61,-80.599,9.787,0.269,1.084e-6,0.516,-8.82E-04,2.469e4,2885.12,20.06,0.058,87.88,68.649,3.756,0.357,2.291e7,0,46.034,0.462,0.462,0.368,0.011,0.083,0.035,0.13,4.769e-4,0,0,0,0,4.606e-5,0.015,5.12,132.83,86.312,0.029,2.219,4.888,839.926,334.261,0.05,0.388
11.045,1561.605,118.497,-11.62,118.649,11.623,57.273,0.021,57.273,0.021,6.004,0.276,28.61,-80.599,9.787,0.274,5.487e-7,0.759,-0.002,2.469e4,2885.12,20.06,0.058,87.868,68.649,3.754,0.355,2.279e7,0,45.555,0.462,0.462,0.368,0.011,0.083,0.035,0.132,9.54e-5,0,0,0,0,1.005e-4,0.015,5.12,132.83,86.28,0.03,2.27,4.85,839.325,334.238,0.05,0.388
11.095,1567.515,117.917,-11.603,118.069,11.605,57.573,0.021,57.573,0.021,5.991,0.237,28.61,-80.599,9.787,0.201,7.572e-7,0.973,-0.001,2.469e4,2885.12,20.06,0.058,87.976,68.649,3.775,0.354,2.267e7,0,45.068,0.462,0.462,0.368,0.011,0.083,0.026,0.097,9.816e-6,0,0,0,0,1.667e-4,0.015,5.12,132.83,86.236,0.031,2.182,4.811,838.726,334.214,0.05,0.389
11.145,1573.397,117.337,-11.584,117.489,11.586,57.872,0.021,57.872,0.021,5.979,0.239,28.61,-80.599,9.787,0.208,1.409e-6,1.146,-0.001,2.469e4,2885.12,20.06,0.058,87.963,68.649,3.772,0.352,2.255e7,0,44.599,0.462,0.462,0.368,0.011,0.083,0.027,0.101,-3.53E-04,0,0,0,0,2.337e-4,0.015,5.12,132.83,86.183,0.031,2.276,4.773,838.131,334.191,0.05,0.39
11.195,1579.249,116.758,-11.566,116.911,11.568,58.171,0.021,58.171,0.021,5.968,0.204,28.61,-80.599,9.787,0.138,0,1.3,-0.002,2.469e4,2885.12,20.06,0.058,88.068,68.649,3.793,0.35,2.243e7,0,44.123,0.462,0.462,0.368,0.011,0.083,0.018,0.066,-1.88E-04,0,0,0,0,3.036e-4,0.015,5.12,132.83,86.122,0.031,2.229,4.735,837.539,334.168,0.05,0.391
11.245,1585.073,116.18,-11.55,116.333,11.551,58.469,0.022,58.469,0.021,5.959,0.17,28.61,-80.599,9.787,0.069,6.151e-7,1.386,-0.002,2.469e4,2885.12,20.06,0.058,88.173,68.649,3.813,0.349,2.23e7,0,43.653,0.462,0.462,0.368,0.01,0.083,0.009,0.033,-6.83E-05,0,0,0,0,3.483e-4,0.015,5.12,132.83,86.055,0.031,2.194,4.697,836.949,334.145,0.05,0.391
11.295,1590.867,115.603,-11.534,115.756,11.534,58.767,0.022,58.767,0.021,5.951,0.125,28.61,-80.599,9.787,0.026,8.65e-7,-1.406,-0.003,2.469e4,2885.12,20.06,0.058,88.238,68.649,3.826,0.347,2.218e7,0,43.185,0.462,0.462,0.368,0.01,0.083,0.003,0.013,-3.40E-04,0,0,0,0,-3.62E-04,0.015,5.12,132.83,85.984,0.031,2.111,4.659,836.363,334.122,0.05,0.392
11.345,1596.633,115.027,-11.516,115.181,11.517,59.064,0.022,59.064,0.021,5.945,0.11,28.61,-80.599,9.787,0.06,3.664e-7,-1.366,-6.94E-04,2.469e4,2885.12,20.06,0.058,88.181,68.649,3.815,0.345,2.206e7,0,42.728,0.462,0.462,0.368,0.01,0.083,0.008,0.029,4.107e-4,0,0,0,0,-3.45E-04,0.015,5.12,132.83,85.915,0.031,2.149,4.622,835.779,334.1,0.05,0.393
11.395,1602.37,114.452,-11.501,114.606,11.501,59.362,0.022,59.362,0.021,5.941,0.064,28.61,-80.599,9.787,0.158,1.686e-6,-1.28,-0.001,2.469e4,2885.12,20.06,0.058,88.023,68.649,3.784,0.343,2.194e7,0,42.27,0.462,0.462,0.369,0.01,0.083,0.02,0.077,-3.57E-04,0,0,0,0,-3.06E-04,0.015,5.12,132.83,85.849,0.031,2.048,4.585,835.199,334.077,0.05,0.394
11.445,1608.078,113.877,-11.485,114.032,11.485,59.659,0.022,59.659,0.022,5.939,0.028,28.61,-80.599,9.787,0.237,7.208e-7,-1.115,2.334e-4,2.469e4,2885.12,20.06,0.058,87.898,68.649,3.76,0.342,2.182e7,0,41.819,0.461,0.462,0.369,0.01,0.083,0.03,0.114,-4.38E-05,0,0,0,0,-2.35E-04,0.015,5.12,132.83,85.788,0.03,1.974,4.547,834.621,334.055,0.05,0.395
11.495,1613.758,113.303,-11.469,113.459,11.469,59.955,0.023,59.955,0.022,5.938,0.003,28.61,-80.599,9.787,0.291,1.148e-6,-0.9,-3.51E-04,2.469e4,2885.12,20.06,0.058,87.811,68.649,3.743,0.34,2.17e7,0,41.371,0.461,0.461,0.369,0.01,0.082,0.038,0.14,3.114e-4,0,0,0,0,-1.55E-04,0.015,5.12,132.83,85.738,0.03,1.926,4.511,834.046,334.032,0.05,0.395
11.545,1619.408,112.73,-11.453,112.886,11.453,60.252,0.023,60.252,0.022,5.938,0.019,28.61,-80.599,9.787,0.34,7.157e-7,-0.648,4.924e-4,2.469e4,2885.12,20.06,0.058,87.733,68.649,3.727,0.338,2.158e7,0,40.927,0.461,0.461,0.369,0.01,0.082,0.044,0.164,-4.37E-05,0,0,0,0,-8.09E-05,0.014,5.12,132.83,85.699,0.029,1.867,4.474,833.474,334.01,0.05,0.396
11.595,1625.031,112.158,-11.432,112.315,11.432,60.549,0.023,60.549,0.022,5.938,0.024,28.61,-80.599,9.787,0.25,9.386e-7,-0.409,4.011e-4,2.469e4,2885.12,20.06,0.058,87.867,68.649,3.754,0.337,2.147e7,0,40.489,0.461,0.461,0.369,0.01,0.082,0.032,0.121,-1.45E-04,0,0,0,0,-3.26E-05,0.014,5.12,132.83,85.673,0.029,2.056,4.437,832.905,333.988,0.05,0.397
11.645,1630.624,111.587,-11.413,111.745,11.413,60.846,0.023,60.846,0.022,5.937,0.041,28.61,-80.599,9.787,0.215,9.301e-7,-0.232,7.929e-4,2.469e4,2885.12,20.06,0.058,87.918,68.649,3.764,0.335,2.135e7,0,40.052,0.461,0.461,0.369,0.01,0.082,0.028,0.103,-2.98E-04,0,0,0,0,-1.06E-05,0.014,5.12,132.83,85.657,0.029,2.117,4.401,832.339,333.966,0.05,0.398
11.695,1636.189,111.017,-11.395,111.175,11.395,61.143,0.023,61.143,0.022,5.935,0.045,28.61,-80.599,9.787,0.205,1.067e-6,-0.07,-9.68E-05,2.469e4,2885.12,20.06,0.058,87.931,68.649,3.766,0.333,2.123e7,0,39.617,0.461,0.461,0.369,0.01,0.082,0.026,0.099,-1.74E-04,0,0,0,0,-9.61E-07,0.014,5.12,132.83,85.65,0.029,2.112,4.365,831.776,333.944,0.05,0.399
11.745,1641.726,110.447,-11.377,110.607,11.377,61.44,0.024,61.44,0.022,5.932,0.05,28.61,-80.599,9.787,0.192,9.945e-7,0.083,2.842e-4,2.469e4,2885.12,20.06,0.058,87.947,68.649,3.769,0.332,2.111e7,0,39.184,0.461,0.461,0.369,0.01,0.082,0.025,0.092,-4.40E-04,0,0,0,0,1.38e-6,0.014,5.12,132.83,85.65,0.029,2.097,4.329,831.215,333.922,0.05,0.4
11.795,1647.234,109.879,-11.358,110.039,11.359,61.736,0.024,61.736,0.022,5.929,0.063,28.61,-80.599,9.787,0.162,1.055e-6,0.218,8.933e-4,2.469e4,2885.12,20.06,0.058,87.991,68.649,3.778,0.33,2.1e7,0,38.756,0.461,0.461,0.369,0.01,0.082,0.021,0.079,-1.12E-04,0,0,0,0,9.634e-6,0.014,5.12,132.83,85.658,0.03,2.102,4.293,830.658,333.9,0.05,0.402
11.845,1652.714,109.312,-11.342,109.472,11.342,62.033,0.024,62.033,0.022,5.927,0.044,28.61,-80.599,9.787,0.203,9.616e-7,0.351,1.607e-5,2.469e4,2885.12,20.06,0.058,87.925,68.649,3.765,0.328,2.088e7,0,38.326,0.461,0.461,0.369,0.01,0.082,0.026,0.097,4.321e-4,0,0,0,0,2.53e-5,0.014,5.12,132.83,85.672,0.03,1.957,4.257,830.103,333.879,0.05,0.404
11.895,1658.165,108.745,-11.324,108.906,11.324,62.329,0.024,62.329,0.022,5.924,0.06,28.61,-80.599,9.787,0.163,1.236e-6,0.492,2.931e-4,2.469e4,2885.12,20.06,0.058,87.983,68.649,3.776,0.327,2.076e7,0,37.903,0.461,0.461,0.369,0.01,0.082,0.021,0.078,1.068e-4,0,0,0,0,5.012e-5,0.014,5.12,132.83,85.693,0.031,1.954,4.222,829.551,333.857,0.05,0.405
11.945,1663.588,108.179,-11.305,108.341,11.305,62.625,0.025,62.625,0.023,5.921,0.082,28.61,-80.599,9.787,0.107,8.666e-7,0.59,-4.65E-04,2.469e4,2885.12,20.06,0.058,88.067,68.649,3.793,0.325,2.064e7,0,37.485,0.461,0.461,0.369,0.01,0.082,0.014,0.052,-4.59E-06,0,0,0,0,7.269e-5,0.014,5.12,132.83,85.72,0.031,1.971,4.187,829.002,333.836,0.05,0.406
11.995,1668.983,107.614,-11.287,107.777,11.287,62.921,0.025,62.921,0.023,5.916,0.098,28.61,-80.599,9.787,0.066,1.018e-6,0.652,-9.33E-04,2.469e4,2885.12,20.06,0.058,88.13,68.649,3.805,0.323,2.053e7,0,37.069,0.461,0.461,0.369,0.01,0.082,0.008,0.031,2.722e-4,0,0,0,0,8.986e-5,0.014,5.12,132.83,85.752,0.031,1.954,4.152,828.456,333.815,0.05,0.407
12.045,1674.35,107.05,-11.269,107.213,11.269,63.217,0.025,63.217,0.023,5.911,0.12,28.61,-80.599,9.787,0.007,9.938e-7,0.679,-0.007,2.469e4,2885.12,20.06,0.058,88.219,68.649,3.822,0.322,2.041e7,0,36.658,0.461,0.461,0.369,0.01,0.081,8.808e-4,0.003,2.339e-4,0,0,0,0,9.847e-5,0.014,5.12,132.83,85.785,0.032,1.966,4.117,827.913,333.794,0.05,0.408
12.095,1679.688,106.487,-11.251,106.651,11.252,63.512,0.025,63.512,0.023,5.904,0.133,28.61,-80.599,9.787,0.031,1.146e-6,-0.669,-0.002,2.469e4,2885.12,20.06,0.058,88.178,68.649,3.814,0.32,2.03e7,0,36.249,0.46,0.46,0.369,0.01,0.081,0.004,0.015,-2.43E-04,0,0,0,0,-9.66E-05,0.014,5.12,132.83,85.819,0.032,1.938,4.082,827.373,333.773,0.05,0.409
12.145,1684.998,105.925,-11.233,106.089,11.234,63.807,0.026,63.807,0.023,5.897,0.158,28.61,-80.599,9.787,0.098,1.008e-6,-0.625,-4.92E-04,2.469e4,2885.12,20.06,0.058,88.07,68.649,3.793,0.318,2.018e7,0,35.847,0.46,0.46,0.369,0.01,0.081,0.012,0.047,-2.50E-04,0,0,0,0,-8.52E-05,0.014,5.12,132.83,85.851,0.033,1.968,4.048,826.835,333.752,0.05,0.409
12.195,1690.281,105.364,-11.216,105.529,11.217,64.102,0.026,64.102,0.023,5.889,0.172,28.61,-80.599,9.787,0.14,1.014e-6,-0.542,-4.95E-04,2.469e4,2885.12,20.06,0.058,88,68.649,3.78,0.317,2.007e7,0,35.447,0.46,0.46,0.369,0.01,0.081,0.018,0.067,4.107e-4,0,0,0,0,-6.47E-05,0.014,5.12,132.83,85.881,0.033,1.959,4.013,826.301,333.731,0.05,0.41
12.245,1695.535,104.804,-11.197,104.969,11.199,64.396,0.026,64.396,0.023,5.879,0.208,28.61,-80.599,9.787,0.236,1.175e-6,-0.415,-0.001,2.469e4,2885.12,20.06,0.058,87.849,68.649,3.75,0.315,1.995e7,0,35.057,0.46,0.46,0.369,0.01,0.081,0.03,0.113,3.639e-4,0,0,0,0,-3.84E-05,0.013,5.12,132.83,85.905,0.033,2.058,3.979,825.769,333.71,0.05,0.411
12.295,1700.761,104.244,-11.18,104.409,11.183,64.69,0.026,64.69,0.023,5.869,0.225,28.61,-80.599,9.787,0.285,1.048e-6,-0.237,-4.93E-04,2.469e4,2885.12,20.06,0.058,87.771,68.649,3.735,0.313,1.984e7,0,34.667,0.46,0.46,0.369,0.01,0.081,0.037,0.137,-1.27E-05,0,0,0,0,-1.27E-05,0.013,5.12,132.83,85.921,0.034,2.086,3.945,825.24,333.69,0.05,0.412
12.345,1705.959,103.686,-11.165,103.851,11.167,64.983,0.026,64.983,0.023,5.857,0.215,28.61,-80.599,9.787,0.268,1.024e-6,-0.051,2.554e-6,2.469e4,2885.12,20.06,0.058,87.794,68.649,3.739,0.312,1.972e7,0,34.27,0.46,0.46,0.369,0.01,0.081,0.034,0.129,4.974e-4,0,0,0,0,-5.95E-07,0.013,5.12,132.83,85.928,0.034,2.01,3.911,824.714,333.669,0.05,0.413
12.395,1711.13,103.128,-11.148,103.293,11.15,65.275,0.027,65.275,0.023,5.846,0.232,28.61,-80.599,9.787,0.317,1.044e-6,0.14,-8.69E-04,2.469e4,2885.12,20.06,0.058,87.715,68.649,3.724,0.31,1.961e7,0,33.887,0.46,0.46,0.369,0.01,0.081,0.041,0.152,-3.90E-04,0,0,0,0,4.519e-6,0.013,5.12,132.83,85.926,0.035,2.073,3.878,824.19,333.649,0.05,0.414
12.445,1716.272,102.571,-11.133,102.737,11.135,65.567,0.027,65.567,0.023,5.835,0.229,28.61,-80.599,9.787,0.315,1.147e-6,0.349,-6.42E-04,2.469e4,2885.12,20.06,0.058,87.716,68.649,3.724,0.308,1.95e7,0,33.501,0.46,0.46,0.369,0.01,0.081,0.041,0.152,-1.57E-04,0,0,0,0,2.837e-5,0.013,5.12,132.83,85.914,0.035,2.06,3.844,823.67,333.629,0.05,0.415
